n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
52.9,60.35,66.53333333333332,69.575,71.6,76.98333333333333,77.4857142857143,77.7125,78.44444444444446
42.3,57.3,61.533333333333324,70.1,71.54,72.8,74.77142857142857,76.275,77.54444444444444
50.5,57.85,65.16666666666666,67.15,70.7,74.06666666666666,75.05714285714285,78.5,78.17777777777778
39.5,55.3,61.96666666666667,66.6,70.0,74.05,76.15714285714286,78.35,78.74444444444445
57.9,65.35,63.96666666666667,68.425,72.48,73.05,71.91428571428571,75.9625,78.35555555555555
37.0,56.6,70.53333333333333,71.975,72.72,76.75,79.49999999999999,78.725,79.89999999999999
46.7,64.1,69.76666666666667,73.475,73.32,72.76666666666668,74.57142857142856,75.7875,78.84444444444443
60.1,73.2,74.7,74.775,78.08,78.81666666666666,77.22857142857144,76.9875,78.12222222222222
56.0,60.85,68.93333333333332,74.575,77.96,76.11666666666667,77.45714285714286,77.1375,79.69999999999999
54.1,64.9,75.10000000000001,72.925,74.4,75.31666666666666,76.38571428571429,79.075,80.81111111111112
40.2,59.5,64.93333333333334,70.325,72.26,72.55,75.1142857142857,77.8,78.12222222222223
52.8,53.7,58.73333333333333,64.525,73.48,74.06666666666666,73.54285714285714,78.2,79.92222222222223
57.2,60.15,66.1,70.375,68.12,70.25000000000001,76.87142857142858,78.1625,79.57777777777778
51.3,66.45,66.76666666666667,72.775,71.78,73.75,75.77142857142857,77.7625,79.1111111111111
57.2,61.65,69.4,73.5,72.82,74.41666666666667,74.97142857142856,76.3125,78.66666666666667
52.1,53.55,63.63333333333332,71.325,72.38,74.49999999999999,76.11428571428571,78.0625,78.15555555555555
66.8,62.7,68.86666666666665,73.975,73.2,75.76666666666667,77.5,77.45,76.95555555555555
50.8,61.55,66.46666666666665,72.525,73.64,73.65,78.17142857142858,79.1625,79.22222222222223
56.6,60.95,69.5,74.5,75.44,75.81666666666666,77.64285714285712,77.75,78.52222222222223
48.7,56.05,63.2,66.25,70.4,72.49999999999999,76.15714285714286,77.3125,77.72222222222223
59.7,61.45,67.06666666666665,71.025,74.24,75.13333333333333,76.72857142857143,79.0375,79.75555555555555
56.0,65.0,70.16666666666667,74.025,74.66,75.71666666666665,78.08571428571429,78.1125,79.31111111111112
47.7,65.55,66.86666666666667,70.7,73.56,74.25000000000001,76.25714285714287,77.5375,79.21111111111111
42.2,54.95,67.53333333333332,71.2,75.88,75.48333333333333,77.55714285714285,78.6375,79.77777777777777
56.7,71.8,74.80000000000001,74.5,76.32,76.98333333333333,78.3857142857143,78.3375,79.9111111111111
40.8,54.35,62.93333333333334,69.2,72.4,73.10000000000001,74.49999999999999,76.9875,77.76666666666667
49.8,58.05,63.96666666666666,69.575,69.6,72.81666666666666,76.42857142857143,77.8625,80.61111111111111
48.3,61.85,65.93333333333332,71.025,70.98,75.86666666666667,77.6142857142857,78.8125,78.14444444444445
56.5,54.8,74.6,72.925,71.34,76.11666666666667,76.95714285714287,78.05,78.48888888888888
48.4,60.05,64.16666666666667,69.125,72.16,75.53333333333333,78.22857142857143,78.15,78.6111111111111
58.8,60.95,69.9,68.775,71.62,74.0,75.35714285714286,76.6,78.6888888888889
43.3,62.95,65.2,68.85,75.04,75.78333333333333,76.99999999999999,79.6,79.02222222222223
45.0,58.45,65.96666666666665,68.75,72.96,71.21666666666668,75.52857142857142,77.825,77.44444444444446
64.1,66.7,72.53333333333333,76.15,77.34,73.66666666666666,75.8857142857143,76.95,78.1
49.9,58.35,67.53333333333333,71.7,73.24,76.63333333333334,76.84285714285714,79.5875,80.81111111111112
47.6,64.85,66.23333333333333,70.125,72.64,73.71666666666668,74.65714285714286,78.0375,78.53333333333335
48.4,51.1,59.33333333333334,71.425,73.46,73.66666666666667,74.6857142857143,77.55,78.34444444444446
38.1,56.95,66.6,72.35,73.44,75.90000000000002,75.80000000000001,76.3375,78.0888888888889
53.7,61.55,69.00000000000001,70.5,67.96,72.24999999999999,73.2,75.2375,76.5888888888889
