n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
47.8,51.45,54.03333333333333,52.05,55.44,56.28333333333333,55.28571428571429,58.0,58.32222222222221
46.9,43.55,55.86666666666667,53.825,55.8,57.03333333333334,57.4,57.7625,57.55555555555556
48.7,50.35,54.63333333333332,51.6,55.54,57.33333333333334,58.457142857142856,59.275,59.44444444444444
32.3,45.8,55.50000000000001,53.55,55.3,56.5,57.64285714285714,59.85,59.644444444444446
42.6,52.7,54.03333333333334,54.6,55.26,55.68333333333333,56.38571428571429,58.3,59.922222222222224
38.2,47.3,45.33333333333334,48.725,51.48,55.21666666666667,57.20000000000001,57.0875,57.82222222222222
48.9,51.05,52.0,52.35,51.94,59.53333333333333,59.65714285714285,59.4125,59.92222222222222
53.7,51.45,54.76666666666667,55.35,56.68,58.43333333333334,60.12857142857143,59.8,58.322222222222216
48.0,52.55,54.43333333333333,52.175,52.94,51.38333333333333,55.02857142857143,56.45,56.4
54.7,49.3,52.7,53.975,56.22,56.63333333333333,55.98571428571429,57.6375,58.94444444444445
34.7,49.6,53.23333333333333,52.3,58.32,57.45,56.68571428571429,58.7375,59.644444444444446
39.3,52.35,50.76666666666666,53.3,57.44,58.86666666666665,58.028571428571425,58.9,59.55555555555556
47.5,47.5,52.63333333333334,56.625,59.28,57.3,57.62857142857143,59.2875,58.75555555555557
52.8,57.55,57.099999999999994,57.275,58.24,57.51666666666667,57.5,56.5375,57.83333333333332
42.9,42.85,53.5,57.925,59.68,59.53333333333334,58.12857142857143,57.825,57.544444444444444
49.1,50.0,53.03333333333334,57.25,55.22,58.4,56.914285714285725,56.15,57.75555555555556
63.5,55.4,50.03333333333333,52.8,54.54,58.44999999999999,59.05714285714285,59.2,59.588888888888874
40.0,48.15,51.400000000000006,53.2,57.62,56.73333333333334,58.471428571428575,59.425,59.06666666666666
46.0,51.45,46.7,57.075,57.78,57.11666666666666,58.914285714285704,60.875,60.62222222222223
32.0,49.6,54.96666666666667,52.15,57.16,58.35,58.52857142857143,59.4625,58.911111111111126
38.1,48.95,51.7,59.7,61.74,58.03333333333334,60.12857142857143,59.1125,58.81111111111111
46.1,57.35,58.29999999999998,52.825,58.66,59.00000000000001,58.785714285714285,59.175,57.66666666666667
41.3,57.3,53.06666666666667,57.925,57.34,57.43333333333333,58.37142857142856,57.675,59.355555555555554
43.7,45.45,53.4,55.5,56.72,59.73333333333332,57.69999999999999,58.725,63.0
49.0,65.45,63.86666666666666,60.325,61.4,58.91666666666667,60.02857142857143,59.7375,58.922222222222224
35.5,46.1,49.3,56.825,57.54,57.60000000000001,58.04285714285716,58.8625,58.344444444444434
49.9,48.45,54.63333333333333,55.675,56.46,57.4,56.67142857142858,58.075,59.26666666666666
48.0,49.05,52.33333333333334,54.75,55.44,55.400000000000006,56.114285714285714,56.3125,58.28888888888888
45.5,52.65,59.10000000000001,57.975,56.06,57.650000000000006,58.22857142857142,59.225,59.6
51.5,55.15,50.56666666666666,53.575,56.38,56.06666666666667,59.457142857142856,58.5375,59.63333333333334
39.6,46.65,54.2,51.9,54.0,55.18333333333333,56.37142857142858,57.05,58.8111111111111
44.2,54.6,49.43333333333333,52.475,51.96,52.78333333333334,55.91428571428572,57.75,58.8111111111111
37.7,46.95,51.73333333333333,51.95,53.48,52.93333333333333,55.5,56.425,56.72222222222221
64.8,51.9,52.9,56.35,58.86,60.43333333333333,60.29999999999999,59.9125,59.055555555555564
46.1,42.8,52.33333333333333,56.8,56.48,56.46666666666666,57.9,58.9875,59.455555555555556
50.0,51.8,54.70000000000001,56.075,55.58,56.01666666666668,56.900000000000006,56.65,57.34444444444444
42.1,45.25,51.13333333333333,53.275,56.22,56.38333333333333,54.74285714285715,56.9125,57.77777777777779
39.4,52.1,58.2,60.8,60.2,58.88333333333333,60.6,60.1875,58.43333333333334
45.9,50.2,50.66666666666666,55.0,56.16,60.0,57.74285714285714,58.3,58.611111111111114
50.5,45.5,53.19999999999999,52.925,54.38,55.56666666666667,55.37142857142858,56.9125,57.06666666666667
42.9,49.4,55.400000000000006,55.85,56.6,58.20000000000001,57.2,57.3875,58.63333333333334
59.0,54.3,54.70000000000001,58.8,58.46,59.45,59.614285714285714,60.3875,58.93333333333335
40.0,46.5,49.29999999999999,52.175,58.2,57.70000000000001,58.51428571428573,59.0,58.455555555555556
54.1,55.05,58.26666666666666,59.2,58.92,60.5,60.58571428571428,59.475,59.388888888888886
49.0,53.75,56.10000000000001,56.925,58.44,57.55000000000001,58.41428571428572,59.05,58.94444444444444
43.5,49.4,52.900000000000006,55.175,56.3,57.64999999999999,57.357142857142854,57.825,59.05555555555556
43.9,56.4,54.8,56.025,55.28,56.650000000000006,57.442857142857136,58.625,58.28888888888888
