n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
50.9,60.9,60.49999999999999,59.375,65.82,63.06666666666668,64.84285714285716,61.925,61.94444444444444
52.9,51.1,59.66666666666667,59.575,61.88,63.95,61.68571428571428,63.8125,64.5777777777778
55.7,54.85,58.0,55.9,59.74,61.03333333333333,61.87142857142857,64.2125,62.84444444444444
39.5,54.45,55.900000000000006,61.625,63.02,64.35,66.48571428571428,67.2125,67.14444444444445
60.7,61.25,60.0,58.8,60.14,60.71666666666667,61.614285714285714,62.875,63.83333333333334
41.2,51.3,55.73333333333334,56.8,62.0,60.21666666666667,64.85714285714286,64.6375,65.62222222222222
46.7,60.75,65.4,66.875,62.82,64.33333333333333,63.614285714285714,63.7625,66.15555555555555
60.1,67.95,69.96666666666665,66.275,65.84,66.41666666666666,65.08571428571429,62.4375,66.1
54.0,60.6,58.26666666666667,65.25,62.24,61.31666666666667,62.857142857142854,64.3125,64.81111111111112
57.2,57.45,66.03333333333333,66.175,66.24,67.08333333333333,65.3,67.125,64.21111111111111
40.2,57.9,59.13333333333332,61.975,64.8,63.38333333333333,64.18571428571428,65.6625,66.16666666666667
52.8,54.25,56.599999999999994,60.025,61.6,61.73333333333333,60.48571428571427,64.5,66.66666666666666
57.2,59.15,62.2,63.5,61.58,60.98333333333334,60.17142857142856,61.9375,62.18888888888889
51.7,64.35,61.83333333333332,64.175,61.98,61.75000000000001,62.6,62.1375,66.33333333333333
57.2,61.65,63.66666666666666,64.45,62.08,61.533333333333324,62.24285714285714,61.3875,61.96666666666667
52.1,54.1,57.333333333333314,60.175,62.08,63.25,62.18571428571428,62.5125,62.56666666666666
66.8,55.25,60.83333333333334,60.775,60.08,62.349999999999994,62.88571428571429,62.6125,62.099999999999994
52.9,57.65,57.4,60.0,62.02,61.46666666666667,64.41428571428571,63.9875,63.444444444444436
56.6,57.15,58.66666666666666,63.55,66.12,65.05,65.88571428571427,66.75,63.688888888888876
47.8,53.6,58.43333333333334,57.675,59.5,61.96666666666666,62.400000000000006,62.9,65.03333333333333
59.7,59.25,63.33333333333332,64.075,66.78,64.4,63.27142857142858,66.1625,65.28888888888889
56.0,63.85,64.53333333333333,60.975,60.46,60.91666666666668,61.34285714285715,62.575,62.277777777777786
47.7,64.45,65.93333333333331,64.0,63.0,65.71666666666665,65.9,67.1,67.06666666666666
45.6,55.55,63.53333333333334,64.4,64.74,65.86666666666666,64.04285714285714,64.35,64.96666666666668
56.7,70.6,67.63333333333333,66.725,64.42,64.24999999999999,65.39999999999999,65.775,65.01111111111112
47.6,56.2,62.16666666666667,61.05,61.14,62.31666666666668,63.87142857142857,62.5,64.36666666666666
47.1,54.65,60.5,64.15,64.18,64.0,64.4,64.5,65.99999999999999
48.3,51.85,60.36666666666666,62.65,63.9,59.36666666666666,60.957142857142856,61.6125,62.544444444444444
64.6,54.8,63.8,63.6,61.38,62.48333333333332,63.542857142857144,65.35,66.56666666666666
