,dim_PCA,dim_PCA_std,percent_NRM,percent_NRM_std,PRESS_PCA,PRESS_NRM,PRESS_PCA_std,PRESS_NRM_std,PRESS_diff,PRESS_diff_std,PRESS_pVal,PRESS_PCA_c1,PRESS_PCA_c2,PRESS_PCA_c3,PRESS_PCA_c4,PRESS_PCA_c5,PRESS_PCA_c6,PRESS_PCA_c7,PRESS_PCA_c8,PRESS_PCA_c9,PRESS_PCA_c10,PRESS_NRM_c1,PRESS_NRM_c2,PRESS_NRM_c3,PRESS_NRM_c4,PRESS_NRM_c5,PRESS_NRM_c6,PRESS_NRM_c7,PRESS_NRM_c8,PRESS_NRM_c9,PRESS_NRM_c10,cosine_PCA,cosine_NRM,cosine_diff,cosine_diff_std,cosine_pVal
85.0%,3.97,0.22158519806160298,88.80497378226879,0.5590424880253106,5830179365758.206,5829978650143.755,7057770143435.078,7060524369572.557,-200715614.44947022,5473377683.120615,0.8473143893644655,119439326456.14381,50012398280.61143,4324326523371.3496,446994493147.0916,102361706275.59697,119892719200.14044,68032904493.797806,66965773355.07817,55279546952.17588,476873974226.21924,119451330620.25197,50021087224.52096,4324138992558.755,446974227508.0079,102369017087.66649,119897506733.58524,68031918411.641914,66980634603.27368,55280360235.88123,476833575160.1729,0.8344615775932163,0.8344614737893002,-1.0380391603503902e-07,3.9923187175219e-05,0.5565634724328369
85.5%,4.19,0.41701318923986064,89.22453895442669,0.5265674611985439,6141887698370.157,6142048172879.61,6990170114952.282,6992930329285.346,160474509.4510254,5961896986.805108,0.7027179816787763,137550622870.377,58844237609.98939,4561798318724.877,461523975518.8575,106341346675.11807,119039409219.38518,68249507381.30389,68735038688.6012,58084508066.02672,501720733615.62274,137554831577.32452,58870915576.04068,4561820573067.077,461543910353.61896,106352061245.61594,119042971220.11093,68249202323.66783,68755345988.2467,58084788540.19585,501773572987.7109,0.8255412613183841,0.8255278331537693,-1.342816461493479e-05,8.294702465729798e-05,0.255084772503005
86.0%,4.36,0.48,89.53542696975735,0.5232081806486292,6719120603457.714,6721046982545.612,8041139103103.785,8043995620478.147,1926379087.90146,35774127915.270256,0.4092592100268002,154518608110.1055,65102914470.82586,5084806364939.762,469088126103.56726,110205774816.35342,118703410434.04776,68510798214.50414,68071493707.7154,59769061466.451805,520344051194.37964,154528530599.54736,63514662557.51793,5088180454206.148,469135438143.2342,110215984198.7559,118717853633.45583,68510326006.96165,68095236727.8899,59769586669.27191,520378909802.8307,0.8175369996603393,0.817802108350921,0.00026510869058206767,0.003076607303851125,0.10027554062347216
86.5%,4.61,0.4877499359302878,89.97283986308446,0.5218518522774143,7279519205432.73,7281776443576.621,7999171482820.15,8001940832900.049,2257238143.893164,35838772275.22889,0.02634027200344449,174371304145.97855,89661230357.93515,5529863315060.525,474822684947.0305,113071723969.44254,118380839704.59454,68680829248.03878,67570828141.43041,60856918334.459755,582239531523.2942,174385873510.6107,88099591834.6809,5533547276457.547,474842433774.68976,113085054336.99777,118403835853.26619,68680904450.48888,67595404973.32873,60857699397.08753,582278368987.9261,0.8061425344492738,0.8064062647642313,0.0002637303149576131,0.0030768929555977233,0.028260490987385048
87.0%,4.96,0.3979949748426478,90.55019632387115,0.47081318666670147,12544412207036.188,12541805548991.23,30564464742975.023,30541999147693.637,-2606658044.9626174,61365010813.54887,0.10387997257160955,257497643220.64044,109412739643.92462,10197437259915.795,859358828095.7239,122103767576.66614,143384411440.51328,68342913974.788925,66395891209.43098,63482158986.3027,656996592972.4014,257607286180.49326,107874237317.21484,10195704136712.918,859094811023.2529,122112929306.61197,143704804433.68372,68343535714.46923,66427667924.12752,63481635525.30189,657454504853.1509,0.7887504842877486,0.7889789945022795,0.00022851021453160425,0.003096798061951309,0.009062468723194324
87.5%,5.23,0.46593991028887044,90.9678439201364,0.43367019183425604,13510109824052.465,13509368828053.03,30679987625645.812,30658940048719.52,-740995999.4444824,63097365790.95378,0.038143449744005256,589602093464.4222,128327310203.45956,10442818898098.096,1180390237959.514,132948300274.99988,158302933652.40228,65719072823.35256,69959854516.4907,66577865656.07665,675463257403.6532,591296564355.0435,126863783593.30223,10441012215923.758,1180475243197.714,132953554592.14156,158629593622.91956,65719385256.32334,69997069334.38062,66578217724.88285,675843200452.5582,0.7770272227859928,0.777253369210249,0.0002261464242571376,0.003097099835903435,0.004181634937971656
88.0%,5.52,0.4995998398718716,91.37228311841946,0.39020166193196715,14432812074938.322,14430642035722.734,30598968532199.75,30578371576692.023,-2170039215.5948973,52602892323.137726,0.07105582109513768,707329578291.8315,137385750818.37694,10953863268274.488,1304044534597.5967,173468629892.67514,178645678050.88458,62620961523.54081,92508492252.63373,74700366446.9096,748244814789.384,709091521685.3436,137564699660.2573,10949078050600.11,1304160625957.6135,173459981976.49576,178972757963.31485,62621562631.31752,92166548486.31235,74699619878.0748,748826666883.8906,0.7680512223412392,0.7679924102376563,-5.8812103582478456e-05,0.00033734934805879286,0.004366821956689125
88.5%,5.85,0.4974937185533105,91.78109975154965,0.3702926828213649,19076299690024.176,19082292993842.72,29929530373833.332,29888894345291.434,5993303818.539756,523513179766.23773,0.04612709882204962,1085975083195.0157,1010705041753.2087,11444675825454.744,2292275393822.211,327206853611.70844,193743738268.3661,60323823057.87975,105821775440.78853,1464896102461.7139,1090676052958.5366,1085893629690.957,1052880687179.5051,11437785510689.572,2272761856052.2573,326422832350.45807,193723655312.35947,60326200125.88822,104876058671.45879,1456912026491.6265,1090710537278.6345,0.7399388532130512,0.739900948368393,-3.7904844658261386e-05,0.00020651671637032687,0.001274278730284809
89.0%,6.22,0.501597448159378,92.1675705530189,0.27922353765440694,72871872888248.1,77948940900235.34,357609665565301.4,411240416238177.4,5077068011987.242,55075525367061.62,0.22093576367931422,1540527126306.8948,2075216610573.242,18091564471637.746,8939508092526.705,1512403611883.8838,501835054693.1928,61329892247.56085,128296575118.86781,37320267131902.62,2700924321357.4014,1538129354741.545,2374173204995.452,18096564741300.15,8206320763652.25,1514908955373.39,502749292162.40546,61334245182.47647,127269797542.41539,42832814838423.29,2694675706861.9688,0.6871401957644981,0.6870851275813937,-5.50681831040184e-05,0.0005424500390672695,0.0006558976151462912
89.5%,6.64,0.6248199740725325,92.51690532538963,0.22313895922466598,4520224692690166.0,1.4387974083847396e+16,4.052072380794692e+16,1.3768227766855714e+17,9867749391157240.0,9.7226028530693e+16,0.6573723697180689,2966619650201.631,14342965053302.047,42110131286168.35,32347381723493.164,4059161532512850.5,822191725003.0074,64248917668.199326,97149758396.06479,53832356509440.45,314480115553643.2,2946784704547.2236,26173813349950.805,42099828511829.69,37103700480455.27,1.3819239904610196e+16,814066633657.011,64271185685.02884,97177659350.53867,58714530763477.49,400720005948248.25,0.6515989367868689,0.6519403937196069,0.0003414569327380157,0.004823682396699292,0.31207984904087294
90.0%,7.26,0.7158212067269311,92.94011258805376,0.21027276682565388,5.274103755944908e+16,1.5561633963328082e+16,4.685432104493542e+17,1.3770059200251995e+17,-3.717940359612102e+16,4.779551087831419e+17,0.8311895778148274,153110763984701.5,20606021686011.613,879540893653059.5,4.698400004502851e+16,4372053204235118.0,7370131001176.33,64283639400.974335,123596468222.79947,4324245998071.8276,319844373754826.5,147882490689325.0,31404793856298.164,862211692489823.9,56993132821379.05,1.4044452722297016e+16,8250632334718.066,64305590324.82177,123259609777.03984,4319928727488.9595,405931004911922.2,0.6380449256030534,0.6375568608554812,-0.00048806474757189216,0.009606445491900475,0.0831106495690996
90.5%,8.03,0.9214662229295224,93.33375948105915,0.138647125492837,1804260879795313.0,1847562740745158.5,7433586902600577.0,7838250970237445.0,43301860949844.28,1735089529066960.8,0.004658564912524636,151313356325359.88,4191322642458.948,980800222208344.8,334595545974377.5,314413477728141.25,6299297450531.207,127472761268.76688,169103605698.4577,2863979412697.0664,9487101686436.748,146103735052372.1,5459247148214.744,966087145029697.0,483367021322002.5,226738088902711.7,7194787494250.111,128463564653.0113,169357125736.30508,2879446370415.162,9435448735105.727,0.7038973253732211,0.7032217845919212,-0.000675540781300569,0.0034682923501700926,0.004227251435042435
91.0%,9.04,1.1655041827466768,93.73582608563092,0.13348775051174674,171071092400550.62,173663892676794.38,1414344042698513.5,1433265423377890.2,2592800276243.729,19122709023120.684,1.2502257583212637e-10,507779267549.9231,428051350497.7149,166747874013544.03,1177464774526.9075,288874548948.2214,384878240320.05005,39637907624.452545,81604000972.11755,273696200895.7393,1141232095671.4758,523595529768.35077,427974531231.4854,169310063822566.75,1185706836188.367,291158433192.6062,386072648487.806,39729006800.22488,81522295646.1904,276582376933.9227,1141487195978.6592,0.79315197865361,0.7920027650500068,-0.0011492136036030953,0.002354865756352782,4.356599405924978e-06
91.5%,10.29,1.2271511724314983,94.15042180544965,0.10264316837465706,5639597452217.003,5657736439936.433,20188508826516.086,20206325119689.92,18138987719.43033,155320022164.65985,3.9466942854531636e-09,126572730030.87433,196091518576.03198,3573005361462.466,688846808650.986,128616151012.40407,78276856743.11543,36324803033.99112,71451740870.98471,122460312827.78876,617951169008.3613,127648950370.97284,196272753189.07208,3597777926109.5986,689744824702.4641,129359371731.56805,78703873625.47264,36406939222.177216,71547244138.3924,123716332899.61655,606558223947.0963,0.8412875440016252,0.8409180090481498,-0.00036953495347563425,0.0031740396074169766,2.275203620036337e-05
92.0%,11.83,1.3860375175297377,94.5710737647532,0.08590707655140675,2751399309345.118,2771309152829.0205,1693790640214.0173,1690088197093.9575,19909843483.90156,45215526569.34776,3.2014340159059216e-10,82213848377.63536,106014837620.7699,1345834166884.4873,418750983472.93787,102871927542.06563,68669948305.618614,32931196074.921375,54908209627.51419,99891204417.92061,439312987021.24854,82605223470.97838,106754866014.00128,1359962988273.714,421012819693.5798,103225087409.01865,68831998546.80267,32947914405.743465,55029224794.7716,101277821183.40692,439661209037.0039,0.8663877716991512,0.8657315768958097,-0.0006561948033415132,0.0034038236837451463,0.0002677826563524901
92.5%,13.73,1.6604517457607733,94.97749964114966,0.06548828449935418,2224491028073.3613,2244476209369.7393,587176014545.0156,607320148907.0646,19985181296.377743,28928391194.02977,6.587241719042594e-12,66009436842.04395,73486675793.75214,1073362364517.7808,349554276277.1796,82156733913.44879,64294958839.62095,32473561293.023903,52270359815.511444,73011966065.35576,357870694715.64417,66705444445.951515,74698733671.66309,1086295377426.9899,353039965157.27423,82656628553.56816,64308047258.14269,32511501128.497604,52411115851.697174,73597509997.43329,358251885878.5213,0.8845770263498413,0.8837315602160837,-0.0008454661337577696,0.0017018871320682485,2.5640148638462555e-10
93.0%,16.06,1.9840362899906852,95.36425130887504,0.05656529500982564,2049840472384.5703,2068421803475.1387,413934143270.3804,425287661059.1746,18581331090.568058,29814206316.20375,3.076882924795032e-11,56655813150.32506,66446245712.09833,1016736378675.51,298596702664.21075,70668852413.94289,65045426091.61269,30494912587.9726,54860981837.06602,64068206002.78823,326266953249.0443,58085373470.14173,68465280650.991745,1031076377466.615,299434041775.3047,71455501778.91397,65068018105.01285,30600381876.787125,55022043437.38617,64952347000.09215,324262437913.8933,0.896167695867897,0.8952705143621302,-0.0008971815057663968,0.0016103465281712174,8.303582149243268e-11
93.5%,18.9,2.202271554554524,95.74429483862293,0.04796113494392919,1982950378131.37,2006319768314.9697,428958853874.88306,448157916132.78326,23369390183.598312,29121993128.787125,6.836767705041719e-13,48951178581.77291,54088376755.77762,998112477616.2655,277949857822.492,65898120943.573395,66275951472.04203,31268288864.542515,57144116348.11336,62506165780.88592,320755843945.9049,50404548200.60548,56356627268.429375,1013284045541.1001,281618796326.8733,66697575414.80365,66273530629.231,31405320224.85355,57531575523.8968,63764854458.52088,318982894726.655,0.9018245646364899,0.9007254478188287,-0.0010991168176613531,0.0017247110259875995,2.680110604427065e-12
94.0%,22.24,2.3070327262524906,96.11869677806231,0.03839154065905089,1912588117232.6665,1934440740426.5847,418267915873.19543,443661784136.8579,21852623193.91752,31694065799.750927,5.196491457758375e-10,43276988892.55002,49220785842.93502,977033965538.7534,254875015269.8618,61752014726.580956,67658188477.37779,32050925271.97582,58058264114.096855,59495209831.85325,309166759266.6816,44403098166.66099,52287662908.024704,992111873598.918,257587026669.54944,62745568311.09659,67753863470.98917,32347229253.69823,59235203123.0235,61328685386.95792,304640529537.6651,0.9069838060827031,0.9060147193027897,-0.0009690867799130398,0.0020120112509296514,8.891992200502534e-11
94.5%,26.03,2.376783540838332,96.48708510357312,0.0324018281899849,1827362245542.0376,1845442258811.9868,379579173318.6886,407176236852.65265,18080013269.94928,32520398853.46826,8.465721277572117e-08,38829125898.24116,41594530027.65618,934698079327.9084,241041248012.48492,58854156565.76254,67019399151.77745,31424072232.291782,56684818720.239815,57028106105.5176,300188709500.1575,40511030731.71652,44554944475.64001,946052672333.9678,243446310051.855,60105369597.757126,67111930819.495056,31777643642.4503,57635317222.15901,58919586790.861984,295327453146.08356,0.9116907804250721,0.9107198025883686,-0.0009709778367035437,0.0015522758355650769,3.820518122543279e-10
95.0%,30.26,2.4108919511251434,96.84675670986158,0.027875654347254787,1763775234740.5818,1776107144175.4968,305428450368.8728,323761869323.59564,12331909434.914888,24086662806.867958,5.305197767222195e-06,33633829169.606415,37552916372.45811,896271104003.4034,233948911908.69727,56144685406.94122,66233935786.85478,30711931523.157997,52987926455.234795,52213943277.93102,304076050836.29675,34879728223.90913,40181945410.29143,904791116936.4772,235638816095.32422,57084968716.729675,66308624553.86537,31135057044.04415,53881658078.37964,53603062838.835556,298602166277.6404,0.914960793254042,0.9143013203821357,-0.0006594728719058351,0.000898145169975154,3.4211636510736907e-10
95.5%,35.06,2.390899412355109,97.20523312616419,0.024327682805145367,1714545286392.4885,1724236272892.5215,277945017687.7755,294375933023.04846,9690986500.032742,22237320449.620514,0.0001858893127699511,29133105941.88048,32894741936.471207,868513879930.6132,228576625898.88272,54384276397.5226,65796789752.321266,29453633380.57971,50241249878.0229,48404955465.681465,307146027810.5129,30091614488.64946,35216454036.03831,875098661034.3267,230115098615.55496,55018292643.23256,65847940177.64285,29896246156.659542,51043330224.72866,50160498378.48566,301748137137.2026,0.9174499212886222,0.9168834431839119,-0.0005664781047097278,0.0008644169322773975,2.7093839975651588e-09
96.0%,40.36,2.4759644585494356,97.55308314073773,0.02484849291930106,1648758321542.4668,1652999379739.2307,247963304233.41864,260169568732.0476,4241058196.7645946,17942095753.814728,0.030829381083950343,27361836378.09736,29837605103.534718,825802634737.4064,223624708011.24307,52869681362.94783,64942812943.75843,28523929274.35022,47322484057.57833,44626686177.328926,303845943496.2216,28120290071.198612,31901039678.121212,828318384528.9875,224657023374.1749,53294832439.463524,64965995997.87848,28937188014.9698,47981233687.33208,46358232679.81522,298465159267.28973,0.9197748139052081,0.9193849795630173,-0.0003898343421901696,0.0006908914973495149,3.8756230074582483e-07
96.5%,46.38,2.4280856657045677,97.8963084031061,0.02147032827068631,1627938108685.9666,1628539906625.7285,239405199968.22308,251923346295.3259,601797939.7611499,17935307433.578445,0.7938513827119553,25555348239.542183,27267898175.046844,810406339365.2314,224169529368.54602,52028307838.54136,64822296102.59497,28276115710.412655,45828332151.097694,41470862483.27272,308113079251.68176,26262769398.455303,28781954954.12176,810635136327.8071,224988066584.0851,52432650123.55424,64829520626.643654,28721414817.682095,46130927081.69201,42873180102.97205,302884286608.7152,0.9206282655552042,0.9203409875875392,-0.0002872779676653914,0.0006940205680818303,8.373748663829111e-05
97.0%,53.28,2.3583044756773863,98.23454365360129,0.018115607983548547,1597131888247.2332,1595214146653.2935,217575269421.96494,227008826931.6467,-1917741593.9383008,15104532139.180454,0.1303144795171302,24370844595.041306,26160061907.77306,793030414449.1533,222425930178.28415,51379410793.23933,63366952066.64496,27347778091.65639,43041841064.50224,37589578273.258415,308419076827.6797,24715769974.24889,27432833860.945023,792225609821.264,222970809227.86664,51683066143.357315,63321520250.81972,27706130635.421192,43060681599.662384,38774404356.982216,303323320782.72723,0.9218895542589003,0.9217918524731813,-9.770178571924637e-05,0.0005431382877107858,0.08372368855732577
97.5%,61.21,2.290392979381486,98.56335822073223,0.014846648312279435,1584264287175.2827,1580309520946.6985,211555376786.19412,219520364680.67603,-3954766228.5845547,13196384664.957117,0.0009179235476966764,24057485984.890335,24969998597.991543,783361481606.29,222036029642.59418,51371523553.61119,63240442910.81711,26868063168.06599,43354761924.48318,36040974791.45042,308963524995.0892,24386533492.63201,26037810004.04984,780966265294.352,222467947448.73938,51659587363.59459,63164196891.11807,27181890700.538498,43486354237.60246,37130395424.86349,303828540089.20825,0.9222299941656337,0.9222007138027954,-2.9280362838147722e-05,0.0004990613513525149,0.24938731137746817
98.0%,70.7,2.2472205054244223,98.88841859332013,0.012718440013374223,1586334098099.4795,1582754713443.3748,197370302402.1128,202590303997.87805,-3579384656.1053686,10614501412.776724,0.003212424003975313,23755132612.0046,24678374162.21958,782534360760.0458,220514394923.9319,51420304429.991425,62620977196.902695,26311067189.839954,43668337102.92349,33806285703.269665,317024864018.351,24047441963.891747,25610222875.97742,780514815272.0173,220736879956.3563,51627971280.18497,62485350346.791214,26536948754.67461,43752609470.70416,34690715383.461044,312751758139.3156,0.921727435457914,0.9216613314872107,-6.610397070310081e-05,0.0004124515518453542,0.043203735179544844
98.5%,82.26,2.0669784711022032,99.20146694291537,0.009518886168464046,1571130611258.8545,1567422593487.0327,192092491931.03162,198631261255.51718,-3708017771.822085,10794382496.497656,0.0008213729941875387,22951268275.142628,24064594888.78821,766380146908.3977,221378613382.4579,52111315898.00014,62894747450.66981,26407217037.863827,42779424344.017876,32621890937.435604,319541392136.0804,23138062460.354515,24719799109.02863,764144889088.815,221615683969.76135,52281066843.59857,62735382090.32355,26545444097.647514,42857458788.28011,33375361066.00187,316009445973.2212,0.9221343050480695,0.9220996816479545,-3.462340011533893e-05,0.00040304926525506357,0.2833800008206221
99.0%,97.4,1.9493588689617936,99.50249822227683,0.006958833530112465,1582121289677.186,1578124784057.0193,201182877397.81702,207689625068.0433,-3996505620.1665406,9726838936.724588,4.5453436621012654e-05,23898080573.77309,24122002399.258545,767835658418.0468,221726896905.17,52741819807.11715,62309730764.97335,27529547342.004086,45006884454.274925,31690134333.52062,325260534679.0473,24005126541.901295,24541348448.728603,765688751353.043,221879732670.57602,52902656092.76478,62085127809.67708,27617983463.023838,45156483266.13665,32231672727.47548,322015901683.69244,0.9214204234289491,0.921410728373145,-9.695055804667119e-06,0.0004292453974297228,0.7387436743898753
99.5%,119.76,1.5882065356873467,99.782673986509,0.004251341673157426,1639170700041.0662,1636968629457.4653,187649971619.73965,195810273481.6691,-2202070583.6017942,12776520503.189297,0.024099385689342116,24975953278.693104,26285978801.918346,799089205360.7186,223172778653.163,54637090469.764725,64793764863.07541,29758573423.794537,46304285653.05371,31451278930.498764,338701790606.3866,25095221134.34709,26661283073.95143,797818963176.522,223347000594.01285,54738634087.50523,64555938446.15493,29770162578.48646,46558374727.634674,31952310716.228775,336470740922.62134,0.9187198013402995,0.9186504023459975,-6.939899430210672e-05,0.000616271410165636,0.5269610710548687
