,dim_PCA,dim_PCA_std,percent_NRM,percent_NRM_std,PRESS_PCA,PRESS_NRM,PRESS_PCA_std,PRESS_NRM_std,PRESS_diff,PRESS_diff_std,PRESS_pVal,PRESS_PCA_c1,PRESS_PCA_c2,PRESS_PCA_c3,PRESS_PCA_c4,PRESS_PCA_c5,PRESS_PCA_c6,PRESS_PCA_c7,PRESS_PCA_c8,PRESS_PCA_c9,PRESS_PCA_c10,PRESS_NRM_c1,PRESS_NRM_c2,PRESS_NRM_c3,PRESS_NRM_c4,PRESS_NRM_c5,PRESS_NRM_c6,PRESS_NRM_c7,PRESS_NRM_c8,PRESS_NRM_c9,PRESS_NRM_c10,cosine_PCA,cosine_NRM,cosine_diff,cosine_diff_std,cosine_pVal
85.0%,4.0,0.0,87.43335170770348,0.2781808228564058,5806491173798.464,5806439549785.213,1672197346208.9702,1672211524187.273,-51624013.24861328,513515624.0329485,0.08250125240378868,123924716039.24078,50025927866.702225,4347308421679.4873,447355982947.65326,100745765540.9712,104293638887.49638,67345533285.885475,67041002458.03523,52324612371.86174,446125572721.12854,123938079830.66566,50026056131.2992,4347281696322.8975,447334934699.54767,100746406159.08504,104296734034.16464,67325521982.654205,67045232712.58083,52324609439.15912,446120278473.1607,0.8243930667623719,0.8243960160716552,2.9493092833965395e-06,4.601493428080642e-05,0.817806007749672
85.5%,4.01,0.09949874371066196,87.45111124207098,0.29955866131373776,5810070763009.5625,5810019377912.143,1670203219757.4675,1670217325197.8486,-51385097.41757812,513525111.83908635,0.08811814815717452,124345157318.39348,50097466151.04604,4348020625777.5225,447298860507.35333,100805186743.66516,104148242703.12584,67332167584.0151,66919377866.44171,52259455190.751976,448844223167.2457,124358503857.77977,50097801599.28543,4347992918679.109,447277885000.3855,100805837084.83084,104151095081.10464,67312164905.835106,66923970978.05528,52259443593.73252,448839757132.0263,0.8241736369263961,0.8241765177580569,2.880831660901917e-06,4.60116845364393e-05,0.8878926004885652
86.0%,4.45,0.49749371855331,88.21033556558851,0.6580030782513305,6247164012443.581,6247702294249.657,1653227473316.0742,1653146239477.8464,538281806.0808399,6147085701.767375,0.36221313969657387,144416026836.17957,59612746071.2291,4697761980084.656,447361645811.3074,104835987681.0528,102265888725.72656,67460843228.95332,64539260235.3902,49782485475.52769,509127148293.5581,144433408711.6113,59594274029.682304,4697742237417.481,447337059989.04236,104836983384.09781,102266799718.63475,67403311198.16905,64548983296.489914,49782485698.16855,509756750806.2846,0.8121447366473324,0.8121171428923333,-2.7593754998838095e-05,0.0003944024236547407,0.7991587121799286
86.5%,4.91,0.2861817604250837,88.99085718571263,0.3836016957757053,6865608583828.174,6866218731292.232,2505829668206.064,2505701982695.6343,610147464.0597607,6155323292.622233,0.8285088118253296,165979148837.54065,67076964583.39398,5209546086358.589,449657125586.9258,108589927704.96222,100375928104.39627,67451364241.183624,61650836446.85773,45696425284.04856,589584776680.2786,166003712430.05087,67048385337.19478,5209569277087.712,449640765700.40643,108591260797.09319,100376720823.85684,67393974968.0134,61665864919.7558,45696387906.53642,590232381321.6133,0.7997610164892665,0.7997310167581531,-2.9999731113259376e-05,0.0003945664667044032,0.05547376726176119
87.0%,5.0,0.0,89.1393492174341,0.25801973283554874,6915076638629.804,6915678555095.629,2501150766918.843,2501005825279.915,601916465.8262744,6158286625.233636,0.8392435483441993,171024732387.53665,69662869063.3356,5232806753103.546,449177246813.7374,109174885179.32759,100265772855.60867,67457946462.33593,61325327697.54751,44850064483.38411,609331040583.446,171049955928.44177,69633106303.07234,5232830159790.973,449153541254.5647,109176310216.44812,100266664766.10901,67400604500.940735,61340897009.53333,44850021727.30698,609977293598.2401,0.7976672176625946,0.7976373395571014,-2.9878105492811004e-05,0.0003945846595221734,0.050013890934493634
87.5%,5.16,0.36660605559646736,89.36901864545911,0.4212423032627875,7145297575031.87,7145363779410.97,2582235722526.12,2581529475263.369,66204379.09885254,8839156584.073736,0.24938731137746817,174599687161.10803,146741817695.0711,5280809235449.812,563483297783.94,106606867092.24629,104997678865.59473,61834640323.76164,57434231230.571434,45019953401.812744,603770166027.9541,174625021780.46823,146236832564.87335,5280840092936.769,563357196680.5446,106608161186.61049,104996968519.98553,61834895695.09329,57446078851.66067,45019894013.51665,604398637181.4487,0.7957130745705691,0.7956719500352211,-4.1124535347859536e-05,0.00038015740735673634,0.01355983191000595
88.0%,5.76,0.42708313008125287,90.20308974386651,0.42231856359945286,9655608288971.176,9684500457096.596,11743946649877.62,12017634379144.879,28892168125.418266,292121000277.8235,0.012431179130654633,287985510453.422,1393084670394.3608,5791855752762.18,1205578636078.5315,103712884016.15694,149834648349.83963,43322968047.640144,43641796954.2701,48558515265.42177,588032906649.3511,287968394092.1968,1422082997641.3215,5791817911958.099,1205511662420.229,103713489569.85686,149843469921.2202,43322932898.60019,43644921745.657196,48558396580.89861,588036280268.5131,0.7829264732245375,0.7829101537213912,-1.631950314577968e-05,5.76482994271438e-05,4.477204297201605e-07
88.5%,6.0,0.0,90.51823592772122,0.21461701994552862,12872463927170.723,12904053407134.633,23674452064273.746,23830283336119.953,31589479963.90245,293341045886.4169,0.0009760056745241931,329136316684.7348,1435727329269.1152,5924136881752.737,4214373060018.7544,104840539421.7466,155808348822.80786,36279126284.37648,37549837756.61461,51334189893.3138,583278297266.5239,329132847066.6077,1464825233505.961,5924079166074.21,4216907904053.444,104841111015.1164,155818966346.6075,36279149163.86208,37550496228.61368,51334094456.581345,583284439223.6254,0.7754587038833997,0.775435005480591,-2.3698402808299823e-05,5.9694538081211e-05,6.900418675687949e-10
89.0%,6.26,0.4386342439892261,90.74068064565832,0.27260523731603936,204518728687627.1,194485864769503.56,827726331452202.1,755823686999462.4,-10032863918123.568,93103410313393.4,0.06483698513130025,2450963625837.781,15786925980276.762,104845518688355.56,76050848318388.6,215904810514.71423,2182182947287.4397,34792514425.0491,37299119834.04729,544534436085.8847,2369758246621.2686,2594176048602.62,16879257062496.8,102076721383179.19,67482273717846.86,215904089625.42804,2171906915651.0962,34792356640.671646,37259952754.43152,544206423655.2472,2449366819051.208,0.7371069405234283,0.7371104403006515,3.4997772232758795e-06,0.00024057361218245634,2.348957311118709e-06
89.5%,6.88,0.3249615361854386,91.27229611869254,0.21656914737329325,1589413863322779.5,1571951094734172.8,4492013446216139.5,4285062383100549.5,-17462768588605.643,424296578313562.3,0.5025560930996884,2519383827484.228,80866743077380.47,808880361892383.4,372329303993400.4,513459568534.43604,7278100578227.077,29868494082.986958,35961558503.73777,18355349821447.47,298605330511334.44,2662851009589.944,77381980822124.94,805367477408797.5,364212507178717.2,512822905175.58954,7196330741388.045,29867818964.106026,35922939515.32613,19986819738247.082,294564514171653.75,0.652882360515283,0.65283280418864,-4.955632664321197e-05,0.0003064980401135162,2.3102787070902136e-05
90.0%,7.52,0.4995998398718716,91.63588588451826,0.1449474872289974,1.0653241567031218e+16,8476829416102565.0,9.181642442902304e+16,7.049754681060538e+16,-2176412150928647.0,2.134489031460119e+16,0.10461306570522193,527218191453.0118,4761653225891.059,9783316802469666.0,521504448497956.75,341427194674.46954,10272685956844.45,29087682622.353073,49303813882.79594,1834457155048.1597,330604482843174.56,526118907090.62775,4330900188805.3164,7635193380352221.0,496872771464595.8,341193180816.78546,9800344357713.945,29087049119.274277,49245432295.023544,1803709443700.3962,327882665726205.1,0.7450961264867821,0.7449050170391271,-0.00019110944765478422,0.0005962338905042958,7.573451718690408e-05
90.5%,8.48,0.6241794613730898,92.05711261448137,0.11817489826977698,277021928931087.03,272677673490803.4,1839523056406941.0,1805793558900958.0,-4344255440283.7515,81209248123740.94,4.236707346692418e-08,403356344469.57513,84995552911.45198,71190936423718.34,174730706305293.3,137494182308.56406,180460431958.8536,28906603970.13109,61313112111.95428,154789011069.04224,30048970963275.766,402143663392.21313,85318183481.75633,70919320458396.38,169225751774621.72,137966759602.36945,180555244372.49683,28907104985.74881,60996965554.44075,155404654083.1477,31481308682312.953,0.8452119639758748,0.8451055867805963,-0.00010637719527859968,0.0006311835293220581,0.10098833668087576
91.0%,9.65,0.698212002188447,92.47109873630676,0.08932866556379042,2856963192480.3945,2863057464333.5527,1087093811362.3293,1096744511393.088,6094271853.157696,18288432410.960766,0.0013855612488474557,71023846423.80714,72443546037.26949,1380698117510.7068,572860196868.0239,101726645093.4802,85627961411.84726,28771472045.076027,52644712659.96351,91525864408.85793,399640830021.36115,71301992923.74629,71986591610.18349,1384645575545.5396,575274193888.1842,102224312041.83673,85931372234.50935,28775000485.868324,52613782515.11093,92009730115.54832,398294912973.02435,0.8711750681108694,0.8711983226628867,2.3254552016770403e-05,0.0005416884191872483,0.25080326830824096
91.5%,11.25,0.7664854858377946,92.94238996852367,0.08062735129044242,2179575543475.9602,2182745287621.431,452312674312.1269,458321147285.47034,3169744145.470764,13086093551.84376,0.10242603577181171,64604942196.24957,78692430323.05939,1049481678820.0151,367285606820.57794,79031226352.14088,69922105491.87132,27443759349.48887,42285835722.301315,71529392634.77565,329298565765.4799,64718149621.24986,78317882288.42068,1051306272154.9847,367438857572.50104,79191791612.11975,70083661030.94362,27447644237.858994,42296401696.656944,71532733014.90111,330411894391.79474,0.8901246507905757,0.8901184767944735,-6.173996102634138e-06,0.000744162727090016,0.03302646611305504
92.0%,13.08,0.9019977827023746,93.37472618232022,0.06515857882982,2174435740097.7507,2180063206508.086,334926130245.4686,340596597980.553,5627466410.336147,18615052824.36558,4.75974096749115e-08,62581951991.835236,84894393168.42911,1071862127554.3132,347821162535.9937,75419624233.75357,59361249800.63226,27244547969.4634,43146193432.00791,71510165509.36362,330594323901.9572,62746954098.06404,85837583422.16962,1076360803288.1488,348580285094.57574,75486572372.0245,59370195177.15073,27235771279.13297,43129931458.46464,71586956595.21225,329728153723.1425,0.8887416465186004,0.8886410778897446,-0.0001005686288558283,0.000981872934546793,0.0007435485144769045
92.5%,15.57,1.1683749398202616,93.80020406650729,0.04027776353441118,2099826475410.5237,2108263762934.6418,266384509791.41202,271620451376.50604,8437287524.118604,11083831708.727716,9.740325726274076e-11,62018879630.54123,80396025915.90236,1079251917682.1306,287207953439.117,79617754861.71814,61009133099.32233,27276295191.731888,52704104299.267426,65936262303.532684,304408148987.2598,62599201451.57859,81608998548.92053,1086584902754.5658,287448133917.9958,79723350733.83836,60950973106.87612,27210925929.443237,52446921046.84859,66178942573.48266,303511412871.0929,0.8953854729817349,0.8950757990430488,-0.0003096739386857772,0.0005370144544820506,6.60460342547236e-08
93.0%,19.02,1.3563185466548784,94.2350354517217,0.032068554443078545,2153667087963.595,2173587510384.6685,290619350875.4355,297761492046.0363,19920422421.074207,13078196089.191214,5.767203615817138e-18,60880550200.490585,73945876912.46928,1157388493269.3162,264893794211.32092,85006613508.58897,65987167446.57317,28889899603.039047,66844136803.688866,70005609684.49005,279824946323.61633,62351904016.71412,76152848984.3054,1172106020149.9792,266119126875.22324,86286537592.67984,66048849540.10986,28960150762.57524,67263668298.04018,70668057478.77713,277630346686.26324,0.8987301885036644,0.8979695951145894,-0.0007605933890750504,0.0006082447330660529,5.988879490693734e-17
93.5%,23.16,1.4609585894199741,94.65590891994452,0.026363673601466978,2120107542791.6765,2140166267513.1309,276117196627.19586,289793862374.043,20058724721.45418,33961404014.59883,1.040096387925698e-16,51601210786.81596,59348384694.81399,1162189200832.294,249153837437.48523,82500731187.93646,66963144739.90398,31250280071.718307,75745559344.14326,72445918971.63751,268909274724.92844,52740105511.87508,61635845383.22254,1176748235667.1118,250520741317.21097,84441059141.7405,67049139802.48581,31417294317.005688,76578571348.74266,73756037383.15466,265279237640.58115,0.9039492001848256,0.9032950344422808,-0.000654165742544871,0.0006291418369693183,1.1105191188694949e-14
94.0%,28.09,1.6679028748701172,95.0777482712711,0.023365184823286225,1948069087902.8904,1964597382617.1482,248558444473.83527,258012754678.75043,16528294714.257357,16308053153.754171,7.452269101258844e-16,37982274729.275894,45832930414.48515,1058327110431.7507,217294825046.15405,74103868150.86255,66552965816.40642,32225267023.041523,75526074470.78273,66398760674.69014,273825011145.44067,38906445290.911804,48190874606.94469,1071802366479.0465,218052397153.7759,74999340574.99982,66647922390.838135,32351040832.027416,76691636103.36713,67741294635.1666,269214064550.06943,0.911603761225176,0.911105444856693,-0.0004983163684828362,0.0008109576079390078,1.952606787793338e-14
94.5%,33.73,1.6361845861637978,95.50073379127532,0.020407420194426838,1813243579649.7812,1824297667189.0918,197935484527.90604,206328922890.40536,11054087539.310083,13779738823.759909,7.372352927060524e-13,29630016683.57884,38494481370.3533,977661188248.5886,201809196370.3122,61669364429.758965,65519053081.8207,31503259282.411972,69727112180.63803,59543461550.534645,277686446451.7852,30459586647.999073,40392753715.83946,986861378587.9346,200773706852.31357,62620545632.878235,65618533427.79067,31716965538.94392,70961731079.29301,60618082097.479416,274274383608.62003,0.9168105957489822,0.9164054109649973,-0.00040518478398524624,0.0010123839561188791,3.4571883801804706e-11
95.0%,40.0,1.6792855623746665,95.91919252657284,0.016927258372595788,1717476943051.1697,1724125923912.337,162777062427.07953,167552807014.21085,6648980861.166448,10527119550.928066,1.6663533316051449e-09,26779671958.150177,32002030205.45339,913361101616.4556,194148925949.2122,57051966948.64862,64001972353.54018,30862037412.22834,62718361095.48522,52894893750.81605,283655981761.17975,27181347630.099075,33621068435.03809,917749483191.2931,194566406796.85907,57736476497.30377,64085384034.610565,31067838659.8041,63689321840.911026,53709819649.49979,280718777176.9176,0.91980743403663,0.9195289760234125,-0.0002784580132171,0.0003354223040498752,6.501128316533223e-13
95.5%,47.02,1.6910351859142383,96.33624645101209,0.015621993908484766,1665194863055.7322,1668304601856.5403,166757443238.36707,171515993750.46478,3109738800.8086157,11269593198.492277,0.0008524570416554503,25016940122.171562,29641253785.1108,876191039650.1776,195626354274.77173,54112891518.50356,62707228741.19205,29300533125.15841,55275442085.83483,48014668447.63159,289308511305.1805,25346786492.525513,30821514128.10973,878863674450.3254,194834587094.29593,54619945959.32526,62767548431.95688,29496314658.891064,56136179946.97238,48861580451.50565,286556470242.63275,0.9213585846764198,0.9212198085059461,-0.00013877617047370895,0.0005479923510312498,1.289952484451443e-09
96.0%,54.86,1.655415355734022,96.74804652813614,0.014037044827522495,1615242029975.5112,1617067138036.1094,145493566235.58243,151092140132.03082,1825108060.5988648,8461198747.425748,0.08189548258825208,23845697515.830723,27865855406.543873,837656002658.5361,196029140481.04858,52273428056.6083,61314805106.542786,28413622095.484497,51250838510.76486,45620798468.830315,290971841675.3206,24067129516.851578,29170677449.225296,838540245090.7722,195832661883.81116,52649602627.20922,61358982580.36007,28620682574.432384,52188142274.86374,46373009663.27708,288266004375.30676,0.9226452221194534,0.9225063601222543,-0.00013886199719892578,0.0005773365294038554,1.7297891814322726e-07
96.5%,63.82,1.639390130505854,97.16070769941483,0.012100742817978306,1570442221602.7812,1569516236352.8457,138066856557.19608,142531363298.399,-925985249.935525,6869192661.784552,0.07717817232321368,23057546019.363094,26198877379.583893,804921080747.3225,198758792411.0807,50546263418.09655,59678093443.3429,27188001519.75614,45754476080.04763,41934769808.94162,292404320775.2457,23321784467.382725,27435356344.361744,803714963738.2789,198516993577.2445,50853695021.57158,59707647312.18635,27389457955.446808,46372004597.36195,42424006575.47383,289780326763.5371,0.923874821498487,0.9237633715008586,-0.00011144999762820463,0.00029733589822203703,0.00038765090504787276
97.0%,74.07,1.6568343308852573,97.57052628252049,0.010670205789613854,1527491172758.4834,1525345277457.25,122425499767.02487,126116943281.01868,-2145895301.2339795,5309561234.461753,0.00037274287468780034,22171627806.60204,24358688530.00706,776631601843.2211,197782262627.18958,49419327598.96251,58429999348.434006,25901505434.293873,43524006562.42517,38279309528.11432,290992843479.23376,22379152166.9996,25233283258.10945,774588783565.4077,197580052080.15048,49638725927.91125,58443943369.83517,26106618346.84041,44024711573.61627,38848628809.5319,288501378358.848,0.9254913197553788,0.9254573492177361,-3.3970537642509236e-05,0.00019150631975813632,0.03977111892032125
97.5%,85.97,1.6459343850834396,97.97822049312519,0.008438584102409295,1497180059875.5554,1494215502487.4297,109560443798.37502,112274004629.97876,-2964557388.1256394,5425961014.146232,4.852791845918932e-08,21945585970.294018,22416965704.92676,755572630431.45,198165232195.96637,48715133713.76631,57245889827.78085,24914975350.03475,41763259478.47439,35378255716.53904,291062131486.32245,22147160740.29574,23081196210.449913,753294139348.6232,198034982056.882,48886328488.33879,57247943718.450516,25068835863.760075,41942784348.79749,35695422622.46885,288816709089.36273,0.9265068213231449,0.9264927968965232,-1.4024426622245567e-05,0.00020305035566086787,0.5728322123507377
98.0%,100.24,1.6316862443496922,98.38597022656852,0.007500687538155352,1468275736041.3652,1464557947133.0254,105918285885.17697,108197125925.51578,-3717788908.3401976,4715235977.122316,8.691463376884239e-11,21248435146.11829,21789447725.785686,733660353221.1177,198296551135.7107,48472622678.3158,56049799369.735695,24302718337.838276,40720511791.81579,33706530494.623566,290028766140.304,21437044023.65392,22343870115.783802,730629739348.538,198110009984.81155,48608048326.13997,56033960098.693565,24438210105.11477,40960657035.63104,34137295587.494217,287859112507.16473,0.9274497657924234,0.9274675844876649,1.7818695241567094e-05,0.000190994365012212,0.15163463740335387
98.5%,117.94,1.508774337003385,98.79308684101932,0.0058156090530995805,1460503892087.9495,1457275578383.2222,98692753768.03703,100701112569.6442,-3228313704.727993,4726976013.562476,3.8833751486923826e-11,21003510607.676865,20892067034.595837,724392604481.2983,200142408219.88165,48178577237.9814,55538703534.93353,23916134992.713993,42912501460.28411,31261634777.418365,292265749741.1659,21129433092.72369,21397735753.497597,721892269474.9967,199987485440.27087,48291322920.70629,55511934789.99957,24036237549.06271,43060344903.11729,31574977981.553642,290393836477.29333,0.9276586955999858,0.9276729518078727,1.425620788692017e-05,0.00023644636357407966,0.0033212142767676226
99.0%,141.44,1.458218090684656,99.19937586551058,0.004270749569591937,1481245500404.1606,1478205669823.2703,97120934887.02246,99058317397.09175,-3039830580.890176,4436200545.358997,2.7466217414808055e-12,21252825691.497414,20229940149.17314,736124509131.3363,206151176703.33484,47216232190.16368,55573733896.82854,23897710523.704742,44572248944.147766,28635068443.116966,297592054730.8576,21373338625.134804,20555685738.43302,733653287326.9204,206152581678.42365,47333167507.42922,55540965038.26661,23993550376.55772,44689664764.966576,28830106770.176743,296083321996.9621,0.9268259182599009,0.926858061708262,3.21434483611005e-05,0.0001309560297131159,0.018682104456869655
99.5%,177.6,1.2884098726725124,99.60346383527082,0.0025035384852683984,1503813962919.6655,1503557747506.5476,102759016190.59396,103582364720.43567,-256215413.11760497,8478533626.55084,1.45278746053288e-05,19974579907.60703,20840841539.621544,747569095367.5955,214767972002.5653,46429239368.955154,56093429590.38759,24665044091.24504,41547137129.71516,26989518421.98323,304937105499.9901,20042267764.372406,21122400974.618855,747620147988.3765,214921552072.23798,46494995114.37579,56059172873.235146,24717358308.32126,41577801167.97136,27157184526.04365,303844866716.9955,0.9259724441994746,0.9259263761409948,-4.6068058480368544e-05,0.000310316290277101,0.3479039590114893
