,dim_PCA,dim_PCA_std,percent_NRM,percent_NRM_std,PRESS_PCA,PRESS_NRM,PRESS_PCA_std,PRESS_NRM_std,PRESS_diff,PRESS_diff_std,PRESS_pVal,PRESS_PCA_c1,PRESS_PCA_c2,PRESS_PCA_c3,PRESS_PCA_c4,PRESS_PCA_c5,PRESS_PCA_c6,PRESS_PCA_c7,PRESS_PCA_c8,PRESS_PCA_c9,PRESS_PCA_c10,PRESS_NRM_c1,PRESS_NRM_c2,PRESS_NRM_c3,PRESS_NRM_c4,PRESS_NRM_c5,PRESS_NRM_c6,PRESS_NRM_c7,PRESS_NRM_c8,PRESS_NRM_c9,PRESS_NRM_c10,cosine_PCA,cosine_NRM,cosine_diff,cosine_diff_std,cosine_pVal
80.0%,2.54,0.49839743177508466,85.47202420378744,1.288350120237257,1951887520648.1118,1952027326347.5361,598187761359.2046,598695047528.3889,139805699.42479736,1181687958.173526,0.024099385689342116,52811588571.493675,41652952376.81226,757870799501.939,266533999006.14883,95442112132.18488,117378517861.67906,66897956117.850945,59907642421.759094,36327350104.67971,457064602553.56384,52815476405.98843,41653743165.15554,758047835143.0463,266521161628.1177,95411392052.43002,117379279381.25311,66899478166.50711,59902902543.75946,36328467357.21222,457067590504.0662,0.905016966907434,0.9050144547066158,-2.51220081826653e-06,3.374774300056364e-05,0.2565231689671972
80.5%,2.69,0.462493243193887,86.00025394828091,1.1105472289536458,1994188810040.7993,1994373704758.4773,626497164735.9977,627002699273.8682,184894717.67818847,1199400004.515,0.38061003668382276,53540158514.207275,41612603805.38461,794918936671.9962,270185924515.78455,96347552908.06255,116433378005.56894,66712383804.840515,59842646335.253815,37706422298.79302,456888803180.9074,53545836461.02164,41614504253.49432,795119927018.3085,270170200179.76294,96317146345.65828,116447931812.79686,66714906722.56996,59838171544.05797,37707712566.16058,456897367854.64594,0.9033387896906667,0.903334093542204,-4.69614846259736e-06,3.578341795667186e-05,0.06238182359673901
81.0%,2.77,0.4439594576084622,86.29524122851332,1.0394284555853965,2076229280879.9175,2076460075144.3547,717483130389.1312,718033364247.7783,230794264.43756104,1390232264.4045818,0.5704943464345489,54358221582.76771,41849957286.64154,877127854668.0514,269428485122.0839,96807784468.59119,116293025829.94554,66431187002.49387,60205545136.313965,38849688940.31362,454877530842.714,54364553807.36579,41851735888.53297,877370504649.5603,269411101631.04196,96779137417.36238,116313844967.40044,66434092670.76457,60201597150.222755,38851115940.25749,454882391021.84564,0.9016384799466247,0.9016331753881428,-5.304558481633581e-06,3.96630888499311e-05,0.11771478857872408
81.5%,2.89,0.421781934179263,86.70798772213638,0.9545043086980735,2246284931696.149,2246390087959.0015,1119137809959.651,1118765240221.5088,105156262.85228027,1678099821.3100705,0.506948473287772,58055776620.07412,42136222729.93957,1038874685911.518,271756838885.36798,98769060075.77992,116164328996.42194,66427296933.57679,60577230113.69019,39940192244.50789,453583299185.2722,58061201960.548584,42136741824.26422,1039073341121.1128,271738247928.8239,98741450056.06053,116187847698.22665,66429922155.38838,60573246988.06264,39941937357.81177,453506150868.7017,0.8977797977208631,0.8977805136039411,7.158830785947146e-07,6.760226443925558e-05,0.15964252201389462
82.0%,3.02,0.3458323293158121,87.1390812514171,0.8189275893911107,2396563378183.6255,2396873676669.207,1274777352133.3513,1275521850243.5847,310298485.58260745,3301192326.234657,0.4053668309798979,59227278107.61213,42510546521.047195,1178595385799.5928,276255797694.65576,99466403114.11343,116886853845.5713,65964161466.906364,61488174331.46982,41579386811.34568,454589390491.3102,59235534767.5921,42510134241.63972,1178997043194.2373,276243667930.1605,99438497380.12732,116911372206.98651,65966868199.64286,61484945252.42321,41581476222.41109,454504137273.9869,0.8949156690001616,0.8949181126260857,2.443625924378745e-06,6.861187310288259e-05,0.45976137200079736
82.5%,3.1,0.36055512754639885,87.37822801557176,0.8230220504999554,2542550930922.516,2542825748698.376,1371908963934.5916,1372514836572.9268,274817775.8606763,3321510550.649553,0.24657218196690034,63102548539.952675,42847461035.65284,1308712131584.3809,279803656768.75995,100412679516.27748,116730072701.00797,65946564475.68585,62023207404.43694,44355336496.96565,458617272399.3953,63111471790.07405,42848072826.44731,1309088292072.9846,279779922721.9915,100385492181.8182,116755051817.82936,65948949425.53705,62021288279.35916,44360375506.43038,458526832075.90466,0.8919953144597925,0.8919989622589698,3.647799177631805e-06,6.95208832999589e-05,0.7078260175355122
83.0%,3.22,0.4377213725647861,87.73798277622167,0.898738597835999,3065977189068.3223,3066776097906.016,2201064585477.6084,2203470231279.9785,798908837.6941382,6730082331.966124,0.17661162784567375,67427283469.93981,43184032925.35315,1786676336155.8613,312759179064.1908,100873367396.70366,116333203142.89426,66180682115.294426,63084910761.139885,46318779071.23978,463139414965.70544,67438834589.216125,43184429189.54809,1787549961800.1182,312737705169.5602,100883392224.89528,116339122884.70438,66183317078.50391,63086932929.50577,46324015549.24811,463048386490.7165,0.8836255631269015,0.8836256110528469,4.792594513580717e-08,6.76316937681349e-05,0.6449883613873455
83.5%,3.43,0.4950757517794623,88.32616014343714,0.9354358894131166,3410858418762.3286,3411357301965.2627,2191129932165.6006,2193189352380.9458,498883202.9330493,6852244865.0603285,0.06433967520159116,75654715752.7219,43178144471.11683,2095061158034.309,338451276466.46967,101419909000.93765,116012980900.63692,66619677863.24048,64424023774.572464,48587601428.52477,461448931069.7986,75668858915.84921,43177279398.550095,2095622610050.5227,338437542508.9763,101425920679.84193,116019614899.41998,66619895647.23814,64430356232.93486,48592378018.78627,461362845613.1429,0.874122684887398,0.874124696416166,2.0115287681465866e-06,7.068875953916164e-05,0.9069368853915614
84.0%,3.62,0.4853864439804638,88.84769815548803,0.8516454545998573,3873521685653.2617,3874012449182.234,2238285244107.483,2240165840793.2173,490763528.97223145,6878899294.832268,0.033596230482171516,95698155110.7849,42850214390.27725,2489058929764.199,369670133150.2924,102215662742.83571,115947536330.54327,66529438060.01042,65175033550.00705,51563433770.75763,474813148783.5535,95704630127.52339,42843936938.436905,2489660562391.9766,369633286267.08234,102224089771.5722,115952865792.51326,66530600571.47596,65184021020.36809,51568521579.0353,474709934722.25,0.8626285388788866,0.8626364960448396,7.957165953017541e-06,7.412375000379925e-05,0.3356825574357155
84.5%,3.79,0.4752893855326459,89.27994278951363,0.750582959249965,4404735605527.141,4404984651773.918,2381370925221.7,2382739907720.9126,249046246.77761963,7619708528.808287,0.12180389428011705,124102478942.10881,45876565134.736565,2944544299244.56,402041758395.0279,103403760037.74437,115781621138.6123,66549502879.35073,66105632365.986404,53081780551.88152,483248206837.13,124117918056.75395,45872187333.29106,2944749859829.361,401990998614.3954,103427917362.70412,115777887896.84506,66551047062.108955,66116881465.25379,53087606545.30149,483292347607.9038,0.8517524566142337,0.8517557771399293,3.3205256956336805e-06,6.268897608710531e-05,0.21835267660855628
85.0%,3.94,0.39547439866570394,89.62990580645486,0.6477284112105471,4708556479421.407,4710855504084.932,2262504599412.6987,2263002747932.705,2299024663.5258665,22105842181.022583,0.288034904457934,133760057025.47829,50269052454.59678,3190533981279.5376,428781697287.0555,105042760984.39581,115956821673.12358,66772424747.41482,66249012006.42781,54132849794.957054,497057822168.4182,133775181340.12726,50267220115.0611,3190538333545.0723,430972588478.0265,105067514440.90012,115953802317.54657,66775284334.12096,66258765971.41201,54139507648.993965,497107305893.6703,0.8429989682913707,0.8428946626225098,-0.00010430566886123427,0.00106148029563687,0.5269610710548687
85.5%,4.14,0.42473521163190636,90.04421570683982,0.5537212999755744,5333928743371.4,5335240740763.541,2620678236466.5386,2618356937708.777,1311997392.1450293,22667054336.527546,0.2895979344328722,152898521435.52777,56355462709.389206,3714923998938.8545,470397679120.63196,111997266015.99991,114357711287.87898,66941688157.662224,65771199843.40038,58531461827.89089,521753754034.16284,152970870655.92035,56318525114.12731,3714317729808.565,472291817351.01636,112007576807.74953,114375395232.39445,66944153492.81174,65778631713.14973,58525577097.03539,521710463490.7724,0.8312244317283831,0.831142473392559,-8.195833582432477e-05,0.0010747910740495862,0.5519569797477354
