diff,p,mode,shuffle_ID
1895312708229.8596,0.0199800199800199,PCA,0
1812915385442.5425,0.0069930069930069,NRM,0
1466986999976.6702,0.0009990009990009,PCA,1
1574777716072.3044,0.0009990009990009,NRM,1
1352142500355.9175,0.0009990009990009,PCA,2
1366724181615.794,0.0009990009990009,NRM,2
1585971070733.4268,0.0029970029970029,PCA,3
1715962029028.62,0.0029970029970029,NRM,3
1474596358368.5286,0.0009990009990009,PCA,4
1499986990261.5068,0.0009990009990009,NRM,4
1295641482379.163,0.0009990009990009,PCA,5
1305276372641.984,0.0009990009990009,NRM,5
1728716915979.7808,0.0069930069930069,PCA,6
1823841610368.879,0.0109890109890109,NRM,6
1491711657321.4688,0.0019980019980019,PCA,7
1577387333586.9917,0.0019980019980019,NRM,7
1565024168449.9956,0.0019980019980019,PCA,8
1613314451785.2869,0.0049950049950049,NRM,8
1444510429861.7617,0.0009990009990009,PCA,9
1370585636670.2185,0.0009990009990009,NRM,9
1560637546709.255,0.0009990009990009,PCA,10
1481902244139.2378,0.0009990009990009,NRM,10
1421587345776.288,0.0009990009990009,PCA,11
1543507593072.8062,0.0009990009990009,NRM,11
1511032625619.543,0.0019980019980019,PCA,12
1627112582638.3672,0.0049950049950049,NRM,12
1536664651703.023,0.0009990009990009,PCA,13
1444962100025.935,0.0009990009990009,NRM,13
1433101587499.2478,0.0009990009990009,PCA,14
1383045361576.7134,0.0009990009990009,NRM,14
1632039013864.0513,0.0049950049950049,PCA,15
1573464608493.0898,0.0019980019980019,NRM,15
1588275698780.7937,0.0019980019980019,PCA,16
1776415856906.398,0.0099900099900099,NRM,16
1464229068821.4102,0.0009990009990009,PCA,17
1430771870068.3882,0.0009990009990009,NRM,17
1780508258795.9072,0.0119880119880119,PCA,18
1727095638927.583,0.0049950049950049,NRM,18
1907466019557.269,0.0309690309690309,PCA,19
1623437591804.5652,0.0029970029970029,NRM,19
1632690438766.7122,0.0019980019980019,PCA,20
1521296340131.4082,0.0019980019980019,NRM,20
1445333385569.172,0.0019980019980019,PCA,21
1457662998220.125,0.0019980019980019,NRM,21
1660584507027.4766,0.0039960039960039,PCA,22
1620541326606.424,0.0039960039960039,NRM,22
1606548174995.266,0.0019980019980019,PCA,23
1716776755640.8335,0.0029970029970029,NRM,23
1628480931005.6206,0.0009990009990009,PCA,24
1913229873344.9355,0.0149850149850149,NRM,24
1703755592023.3313,0.0069930069930069,PCA,25
1653152457223.295,0.0019980019980019,NRM,25
1515269133244.0415,0.0019980019980019,PCA,26
1680716414186.583,0.0049950049950049,NRM,26
1325116975614.393,0.0009990009990009,PCA,27
1442181722550.6938,0.0009990009990009,NRM,27
1504778470153.8672,0.0009990009990009,PCA,28
1487710153285.457,0.0009990009990009,NRM,28
1406022716465.7732,0.0009990009990009,PCA,29
1289077124288.5476,0.0009990009990009,NRM,29
1426554442461.4111,0.0009990009990009,PCA,30
1258502286336.3303,0.0009990009990009,NRM,30
1452323401426.4563,0.0009990009990009,PCA,31
1477783980988.0947,0.0009990009990009,NRM,31
1578801326345.5989,0.0019980019980019,PCA,32
1782728254194.9712,0.0079920079920079,NRM,32
1439597670682.0916,0.0009990009990009,PCA,33
1488746418668.619,0.0009990009990009,NRM,33
1176233512943.323,0.0009990009990009,PCA,34
1237414127818.6104,0.0009990009990009,NRM,34
1377170464555.1191,0.0009990009990009,PCA,35
1273491544902.0342,0.0009990009990009,NRM,35
1406234017685.8213,0.0009990009990009,PCA,36
1373382838521.6003,0.0009990009990009,NRM,36
1654644683198.2336,0.0019980019980019,PCA,37
1678231101258.0354,0.0009990009990009,NRM,37
1727926903593.475,0.0059940059940059,PCA,38
1670516497493.0708,0.0009990009990009,NRM,38
1365125686051.9648,0.0019980019980019,PCA,39
1387880943801.431,0.0009990009990009,NRM,39
1736242714959.3115,0.0069930069930069,PCA,40
1855879258143.6716,0.0119880119880119,NRM,40
1536521491675.795,0.0009990009990009,PCA,41
1692736682423.823,0.0019980019980019,NRM,41
1767615888783.1802,0.0129870129870129,PCA,42
1833486713092.545,0.0099900099900099,NRM,42
1570184719747.699,0.0009990009990009,PCA,43
1578660993471.083,0.0009990009990009,NRM,43
1945353300116.9297,0.0249750249750249,PCA,44
1976202954287.5063,0.0209790209790209,NRM,44
1348892363853.1704,0.0009990009990009,PCA,45
1276577757509.117,0.0009990009990009,NRM,45
1464231317367.5342,0.0029970029970029,PCA,46
1383295209562.757,0.0009990009990009,NRM,46
1708348589790.3735,0.0039960039960039,PCA,47
1624193140099.223,0.0019980019980019,NRM,47
1429933480055.3137,0.0009990009990009,PCA,48
1591967849803.9575,0.0009990009990009,NRM,48
1655261972865.377,0.0039960039960039,PCA,49
1610476377825.4238,0.0039960039960039,NRM,49
1837766799397.9272,0.0169830169830169,PCA,50
1895283094677.6328,0.0189810189810189,NRM,50
1722696827814.0884,0.0069930069930069,PCA,51
1790896061222.1018,0.0119880119880119,NRM,51
1586651190709.8508,0.0029970029970029,PCA,52
1596835073748.3262,0.0029970029970029,NRM,52
1842300162273.765,0.0159840159840159,PCA,53
2087311616645.8464,0.0449550449550449,NRM,53
1363683907570.7844,0.0009990009990009,PCA,54
1381212044762.8325,0.0009990009990009,NRM,54
1487361406557.1604,0.0009990009990009,PCA,55
1486127955226.4695,0.0009990009990009,NRM,55
1371329757026.3486,0.0009990009990009,PCA,56
1643529445443.9917,0.0019980019980019,NRM,56
1141755367397.7644,0.0009990009990009,PCA,57
1150927172046.5005,0.0009990009990009,NRM,57
1323032142747.7383,0.0009990009990009,PCA,58
1782207733180.071,0.0109890109890109,NRM,58
1509762290076.0322,0.0019980019980019,PCA,59
1557479967602.8286,0.0019980019980019,NRM,59
1479185482991.5034,0.0009990009990009,PCA,60
1530184900872.0098,0.0009990009990009,NRM,60
1524397354434.278,0.0009990009990009,PCA,61
1549295105340.216,0.0009990009990009,NRM,61
1436244163542.7654,0.0009990009990009,PCA,62
1361215504598.07,0.0009990009990009,NRM,62
1668384929887.62,0.0039960039960039,PCA,63
1795079389327.827,0.0069930069930069,NRM,63
1650562991364.1472,0.0029970029970029,PCA,64
1606420229576.426,0.0019980019980019,NRM,64
1375870563944.885,0.0009990009990009,PCA,65
1387867032062.4458,0.0009990009990009,NRM,65
1490704675439.923,0.0009990009990009,PCA,66
1480300249580.9136,0.0009990009990009,NRM,66
1572507511706.715,0.0019980019980019,PCA,67
1582410487811.734,0.0009990009990009,NRM,67
1668493906541.3655,0.0029970029970029,PCA,68
1650222596315.167,0.0039960039960039,NRM,68
1488203069940.2837,0.0009990009990009,PCA,69
1430359208309.6108,0.0009990009990009,NRM,69
1613076246563.8328,0.0029970029970029,PCA,70
1584791687027.6672,0.0019980019980019,NRM,70
1623312451634.3767,0.0019980019980019,PCA,71
1574384197099.209,0.0009990009990009,NRM,71
1382060124648.5325,0.0009990009990009,PCA,72
1279423897779.8665,0.0009990009990009,NRM,72
1568228386906.4692,0.0029970029970029,PCA,73
1438538685240.2805,0.0009990009990009,NRM,73
1474363745353.4917,0.0019980019980019,PCA,74
1513341262662.329,0.0019980019980019,NRM,74
1651469891121.3235,0.0039960039960039,PCA,75
1629034455974.3484,0.0039960039960039,NRM,75
1557921403186.1245,0.0029970029970029,PCA,76
1595426671991.8125,0.0019980019980019,NRM,76
1599689188048.578,0.0029970029970029,PCA,77
1787737666038.4265,0.0039960039960039,NRM,77
1364881443687.8909,0.0009990009990009,PCA,78
1503475710645.4893,0.0009990009990009,NRM,78
1579315216496.9856,0.0029970029970029,PCA,79
1638723235013.4956,0.0029970029970029,NRM,79
1587477653457.379,0.0019980019980019,PCA,80
1545576631859.62,0.0009990009990009,NRM,80
1474400217158.3584,0.0009990009990009,PCA,81
1425468675942.264,0.0009990009990009,NRM,81
1436130697544.7454,0.0009990009990009,PCA,82
1340343248005.9043,0.0009990009990009,NRM,82
1715828879932.5088,0.0059940059940059,PCA,83
1792401642242.7158,0.0089910089910089,NRM,83
1589909146710.848,0.0009990009990009,PCA,84
1581570390370.4448,0.0019980019980019,NRM,84
1568979892523.172,0.0029970029970029,PCA,85
1464310808101.1863,0.0019980019980019,NRM,85
1675844716204.3596,0.0029970029970029,PCA,86
1621687336043.5112,0.0009990009990009,NRM,86
1337110207848.4397,0.0009990009990009,PCA,87
1293523255656.9214,0.0009990009990009,NRM,87
1476204926047.0603,0.0009990009990009,PCA,88
1400183857650.3938,0.0009990009990009,NRM,88
1417526070717.5293,0.0009990009990009,PCA,89
1274633684777.0051,0.0009990009990009,NRM,89
1404334414115.5498,0.0009990009990009,PCA,90
1370755089932.0884,0.0009990009990009,NRM,90
2095111940265.476,0.0579420579420579,PCA,91
2297608635293.4946,0.0969030969030969,NRM,91
1785315624127.0835,0.0119880119880119,PCA,92
1604739329516.8735,0.0009990009990009,NRM,92
1428433902450.9834,0.0009990009990009,PCA,93
1500013144937.264,0.0009990009990009,NRM,93
1435434286261.35,0.0009990009990009,PCA,94
1488647101750.3745,0.0009990009990009,NRM,94
1226337013036.7754,0.0009990009990009,PCA,95
1298528556208.1597,0.0009990009990009,NRM,95
1614811006410.145,0.0039960039960039,PCA,96
1563087732491.8394,0.0009990009990009,NRM,96
1722392893920.7007,0.0069930069930069,PCA,97
1543397751943.7505,0.0009990009990009,NRM,97
1363901785804.5713,0.0019980019980019,PCA,98
1297789257388.6843,0.0019980019980019,NRM,98
1851139945690.528,0.0189810189810189,PCA,99
1852982431186.869,0.0129870129870129,NRM,99
