diff,p,mode,shuffle_ID
1616137050191.0002,0.0019980019980019,NRM,24
1501026434173.2651,0.0009990009990009,PCA,25
1923204687799.639,0.0309690309690309,NRM,25
1593773104300.2944,0.0049950049950049,PCA,26
1688539117743.2483,0.0069930069930069,NRM,26
1474754705714.983,0.0009990009990009,PCA,27
1538221185379.836,0.0019980019980019,NRM,27
1282596992843.5022,0.0009990009990009,PCA,28
1285370928711.7542,0.0009990009990009,NRM,28
1274765502577.234,0.0009990009990009,PCA,29
1386276888191.222,0.0009990009990009,NRM,29
1736564829714.8582,0.0069930069930069,PCA,30
1573211840581.8096,0.0019980019980019,NRM,30
1439352608680.2766,0.0019980019980019,PCA,31
1541091266877.692,0.0009990009990009,NRM,31
1742670809654.9597,0.0109890109890109,PCA,32
1701450670914.6753,0.0069930069930069,NRM,32
1511983719899.6208,0.0009990009990009,PCA,33
1217956191710.4944,0.0009990009990009,NRM,33
1456617045892.9873,0.0009990009990009,PCA,34
1577709004984.2346,0.0009990009990009,NRM,34
1330271822642.8213,0.0009990009990009,PCA,35
1317557443485.5952,0.0009990009990009,NRM,35
1742990585930.7097,0.0049950049950049,PCA,36
1887146861059.6616,0.0159840159840159,NRM,36
1645258181314.4675,0.0019980019980019,PCA,37
1528266589247.0933,0.0009990009990009,NRM,37
1527728565521.9678,0.0019980019980019,PCA,38
1429422412397.421,0.0009990009990009,NRM,38
1650605838164.0488,0.0039960039960039,PCA,39
1765807467901.0486,0.0079920079920079,NRM,39
1427963072076.4014,0.0009990009990009,PCA,40
1429133490519.1975,0.0009990009990009,NRM,40
1581941506456.7185,0.0019980019980019,PCA,41
1774681966862.4976,0.0049950049950049,NRM,41
1461829269262.262,0.0009990009990009,PCA,42
1466943319923.7324,0.0009990009990009,NRM,42
1575129466355.1716,0.0029970029970029,PCA,43
1648083551038.295,0.0039960039960039,NRM,43
1824628203400.046,0.0159840159840159,PCA,44
1783253401455.2334,0.0099900099900099,NRM,44
1435218962638.011,0.0009990009990009,PCA,45
1440879058934.1133,0.0019980019980019,NRM,45
1449404770565.1587,0.0009990009990009,PCA,46
1426005368404.027,0.0009990009990009,NRM,46
1971745772717.5576,0.0349650349650349,PCA,47
2066950000606.1736,0.0389610389610389,NRM,47
1384802075246.7764,0.0009990009990009,PCA,48
1488373750245.0105,0.0019980019980019,NRM,48
1656652996615.6858,0.0039960039960039,PCA,49
1540502867875.1785,0.0009990009990009,NRM,49
1338123194180.565,0.0009990009990009,PCA,50
1287875291404.885,0.0009990009990009,NRM,50
1483106783835.1606,0.0009990009990009,PCA,51
1499546934282.7642,0.0009990009990009,NRM,51
1643296397764.5325,0.0029970029970029,PCA,52
1651062914546.7388,0.0029970029970029,NRM,52
1398042298180.3633,0.0009990009990009,PCA,53
1402094185397.951,0.0019980019980019,NRM,53
1470845803101.4646,0.0009990009990009,PCA,54
1402963396778.0444,0.0009990009990009,NRM,54
1703930054939.2148,0.0049950049950049,PCA,55
1724346966586.103,0.0019980019980019,NRM,55
2039593487609.9216,0.0759240759240759,PCA,56
1948492111104.7031,0.0179820179820179,NRM,56
1627118457610.1277,0.0029970029970029,PCA,57
1790065094927.2827,0.0139860139860139,NRM,57
1714291281084.9023,0.0049950049950049,PCA,58
1976919258082.1304,0.0349650349650349,NRM,58
1751536587242.9392,0.0059940059940059,PCA,59
1717858036944.5117,0.0009990009990009,NRM,59
1489942869092.2063,0.0009990009990009,PCA,60
1656364391029.4065,0.0029970029970029,NRM,60
1656544113443.4282,0.0019980019980019,PCA,61
1591937327986.5974,0.0009990009990009,NRM,61
1881720262167.186,0.0269730269730269,PCA,62
1918110892454.9705,0.0149850149850149,NRM,62
1424747169258.5476,0.0009990009990009,PCA,63
1800564072769.1226,0.0079920079920079,NRM,63
1890795534837.356,0.0219780219780219,PCA,64
1792493161377.1042,0.0109890109890109,NRM,64
1892959455552.2075,0.0439560439560439,PCA,65
1733851867881.6948,0.0079920079920079,NRM,65
1404330535953.6814,0.0009990009990009,PCA,66
1427168546720.5205,0.0009990009990009,NRM,66
1666616998593.7407,0.0029970029970029,PCA,67
1651610204235.7715,0.0019980019980019,NRM,67
1354000653381.5615,0.0009990009990009,PCA,68
1420210308669.407,0.0009990009990009,NRM,68
1494695984809.014,0.0009990009990009,PCA,69
1582975246301.29,0.0009990009990009,NRM,69
1543647411079.9348,0.0019980019980019,PCA,70
1798089128177.4314,0.0059940059940059,NRM,70
1420743357816.649,0.0009990009990009,PCA,71
1553916060578.8188,0.0009990009990009,NRM,71
1602722916092.223,0.0009990009990009,PCA,72
1471783116553.699,0.0009990009990009,NRM,72
1579816839095.6687,0.0019980019980019,PCA,73
1509240715590.8333,0.0019980019980019,NRM,73
2002315125173.897,0.0389610389610389,PCA,74
1633248527853.4675,0.0029970029970029,NRM,74
1667153335029.3394,0.0049950049950049,PCA,75
1740964712074.2764,0.0079920079920079,NRM,75
1405302400375.5894,0.0009990009990009,PCA,76
1524761269051.2036,0.0009990009990009,NRM,76
2018427343535.98,0.0519480519480519,PCA,77
2198256787753.1235,0.0789210789210789,NRM,77
1237720600877.9268,0.0009990009990009,PCA,78
1286144501845.2417,0.0009990009990009,NRM,78
1554758018382.179,0.0009990009990009,PCA,79
1524967781349.679,0.0009990009990009,NRM,79
1216669777832.7944,0.0009990009990009,PCA,80
1347884321853.773,0.0009990009990009,NRM,80
1529705863638.879,0.0009990009990009,PCA,81
1465619813970.605,0.0009990009990009,NRM,81
1382073936589.1,0.0009990009990009,PCA,82
1583577599113.0513,0.0019980019980019,NRM,82
1425726505290.4617,0.0009990009990009,PCA,83
1682427407653.0603,0.0029970029970029,NRM,83
1339325338547.9211,0.0009990009990009,PCA,84
1481836948030.1123,0.0019980019980019,NRM,84
1662442086662.8784,0.0099900099900099,PCA,85
1715118778356.1267,0.0069930069930069,NRM,85
1575546418438.1646,0.0019980019980019,PCA,86
1728238698614.8665,0.0059940059940059,NRM,86
1641624276277.7993,0.0029970029970029,PCA,87
1532379314842.5222,0.0019980019980019,NRM,87
1604232195317.8574,0.0009990009990009,PCA,88
1766299608122.5288,0.0079920079920079,NRM,88
1625787923693.9077,0.0029970029970029,PCA,89
1434556986512.338,0.0009990009990009,NRM,89
1499953586958.0503,0.0009990009990009,PCA,90
1593354113390.7163,0.0029970029970029,NRM,90
1395156214665.736,0.0009990009990009,PCA,91
1419478415801.579,0.0009990009990009,NRM,91
1410767669970.387,0.0009990009990009,PCA,92
1443528845152.236,0.0009990009990009,NRM,92
1715534852808.4314,0.0059940059940059,PCA,93
1957142121877.392,0.0299700299700299,NRM,93
1733264557758.1084,0.0069930069930069,PCA,94
1834793603569.226,0.0089910089910089,NRM,94
1232185109758.0984,0.0009990009990009,PCA,95
1455953099710.5889,0.0009990009990009,NRM,95
1536969661496.902,0.0029970029970029,PCA,96
1722397361109.5847,0.0079920079920079,NRM,96
1552115646455.4114,0.0049950049950049,PCA,97
1521888238157.516,0.0019980019980019,NRM,97
1439694928280.6562,0.0009990009990009,PCA,98
1279484384747.5374,0.0009990009990009,NRM,98
1327526633195.2178,0.0009990009990009,PCA,99
1436624577433.6,0.0019980019980019,NRM,99
