diff,p,mode,shuffle_ID
1431849404306.9492,0.0009990009990009,PCA,0
1364170710845.3936,0.0009990009990009,NRM,0
1446444583103.721,0.0009990009990009,PCA,1
1341893799335.6685,0.0009990009990009,NRM,1
1410597026212.5356,0.0009990009990009,PCA,2
1387302782534.128,0.0009990009990009,NRM,2
1529616469780.1455,0.0009990009990009,PCA,3
1553686704881.379,0.0009990009990009,NRM,3
1605092318478.4436,0.0019980019980019,PCA,4
1612122054841.1326,0.0009990009990009,NRM,4
1352164009527.5806,0.0009990009990009,PCA,5
1365019246228.3235,0.0009990009990009,NRM,5
1432031324426.9211,0.0009990009990009,PCA,6
1458627536421.7883,0.0009990009990009,NRM,6
1255765817995.4004,0.0009990009990009,PCA,7
1284134341463.5254,0.0009990009990009,NRM,7
1495701898637.8235,0.0009990009990009,PCA,8
1493396651985.4883,0.0009990009990009,NRM,8
1478654651713.1494,0.0009990009990009,PCA,9
1484051762046.192,0.0009990009990009,NRM,9
1451713301264.107,0.0009990009990009,PCA,10
1485999537035.9194,0.0009990009990009,NRM,10
1610563396398.652,0.0019980019980019,PCA,11
1537058695402.1665,0.0009990009990009,NRM,11
1535868304282.406,0.0009990009990009,PCA,12
1503011552521.681,0.0009990009990009,NRM,12
1508474087859.41,0.0009990009990009,PCA,13
1508061173299.921,0.0009990009990009,NRM,13
1485002170182.5,0.0009990009990009,PCA,14
1636298117865.3748,0.0019980019980019,NRM,14
1608783159437.129,0.0019980019980019,PCA,15
1600717157698.464,0.0019980019980019,NRM,15
1429468196907.9854,0.0009990009990009,PCA,16
1396764826629.522,0.0009990009990009,NRM,16
1550338955825.7012,0.0009990009990009,PCA,17
1525479636526.1514,0.0009990009990009,NRM,17
1484221754904.886,0.0009990009990009,PCA,18
1491550801535.272,0.0009990009990009,NRM,18
1558579140892.6616,0.0009990009990009,PCA,19
1489599120982.9429,0.0009990009990009,NRM,19
1494001657339.9036,0.0009990009990009,PCA,20
1450672504877.3152,0.0009990009990009,NRM,20
1461538756458.6426,0.0009990009990009,PCA,21
