diff,p,mode,shuffle_ID
1868883063011.1064,0.0309690309690309,PCA,0
4214305955027.5767,0.5024975024975025,NRM,0
1338965065330.1511,0.0009990009990009,PCA,1
1615014656290.2244,0.0029970029970029,NRM,1
1784042265429.2705,0.0099900099900099,PCA,2
1900779725497.704,0.0099900099900099,NRM,2
1615839279420.86,0.0019980019980019,PCA,3
1875977208185.833,0.0129870129870129,NRM,3
1392373435296.814,0.0009990009990009,PCA,4
1529723976121.413,0.0029970029970029,NRM,4
2495616479971.374,0.2537462537462537,PCA,5
1788674508627.329,0.0099900099900099,NRM,5
1483044829128.3208,0.0009990009990009,PCA,6
1391655212203.8484,0.0019980019980019,NRM,6
1688416972544.3345,0.0049950049950049,PCA,7
1892742046152.4023,0.0109890109890109,NRM,7
1449490294504.6465,0.0009990009990009,PCA,8
1803969217255.508,0.0069930069930069,NRM,8
2253141152193.377,0.2397602397602397,PCA,9
2541745465635.9595,0.1138861138861138,NRM,9
1831066368827.2192,0.0189810189810189,PCA,10
1845166187793.8271,0.0029970029970029,NRM,10
2012129616372.9424,0.1628371628371628,PCA,11
2004665285546.0908,0.0259740259740259,NRM,11
1904362772342.7605,0.0359640359640359,PCA,12
2930822094523.3896,0.1028971028971029,NRM,12
1808701822858.37,0.0169830169830169,PCA,13
2671605047638.9053,0.1418581418581418,NRM,13
1807461917831.6265,0.0259740259740259,PCA,14
2365593576726.852,0.0329670329670329,NRM,14
2344641459970.304,0.3486513486513486,PCA,15
2829121001051.384,0.2537462537462537,NRM,15
1746767364533.7502,0.0129870129870129,PCA,16
1816289067959.6985,0.0089910089910089,NRM,16
1798832481857.84,0.0239760239760239,PCA,17
1679388339217.7527,0.0029970029970029,NRM,17
2212337631413.527,0.1788211788211788,PCA,18
1907786211899.8936,0.0069930069930069,NRM,18
1905653310415.4392,0.0409590409590409,PCA,19
2520140964437.727,0.0949050949050949,NRM,19
1699747425508.299,0.0059940059940059,PCA,20
1669628518284.3047,0.0039960039960039,NRM,20
1915345144079.4043,0.0649350649350649,PCA,21
1447560361154.7026,0.0009990009990009,NRM,21
1736232387131.524,0.0089910089910089,PCA,22
1955325821762.019,0.0219780219780219,NRM,22
1514142893300.1528,0.0019980019980019,PCA,23
1581970615465.5874,0.0009990009990009,NRM,23
2219897067910.944,0.2127872127872128,PCA,24
2249584239245.7705,0.0349650349650349,NRM,24
1389439775810.1914,0.0009990009990009,PCA,25
1448659196040.3772,0.0009990009990009,NRM,25
1349745860590.758,0.0009990009990009,PCA,26
1210103571381.0664,0.0009990009990009,NRM,26
1805010724581.328,0.0259740259740259,PCA,27
1803129994620.5916,0.0129870129870129,NRM,27
1995202478078.2656,0.0389610389610389,PCA,28
2230877796718.0107,0.0419580419580419,NRM,28
1560285875011.5903,0.0009990009990009,PCA,29
2565892068895.33,0.0349650349650349,NRM,29
1572850906013.8347,0.0079920079920079,PCA,30
1339343931980.6118,0.0009990009990009,NRM,30
1829915861908.557,0.0219780219780219,PCA,31
1488273084221.8774,0.0009990009990009,NRM,31
1666927415609.4775,0.0059940059940059,PCA,32
1495039098884.478,0.0039960039960039,NRM,32
1837021907294.2256,0.0159840159840159,PCA,33
2287352651177.014,0.0029970029970029,NRM,33
1816399325601.896,0.0299700299700299,PCA,34
1826926606000.3704,0.0139860139860139,NRM,34
1380325113465.146,0.0009990009990009,PCA,35
1566768121325.9558,0.0029970029970029,NRM,35
1755916437864.567,0.0169830169830169,PCA,36
2035209193500.0527,0.0209790209790209,NRM,36
1926285421520.2825,0.0339660339660339,PCA,37
3180211421247.1367,0.1918081918081918,NRM,37
2210923702120.519,0.2147852147852147,PCA,38
2179014622668.284,0.0389610389610389,NRM,38
1569328032281.2983,0.0009990009990009,PCA,39
1700132681762.6711,0.0019980019980019,NRM,39
1391143438222.38,0.0009990009990009,PCA,40
1063476794381.7872,0.0009990009990009,NRM,40
1845788538712.7344,0.0269730269730269,PCA,41
2138291975287.5967,0.0349650349650349,NRM,41
1913962215816.9077,0.0819180819180819,PCA,42
2058083701865.65,0.0459540459540459,NRM,42
1663605412375.302,0.0049950049950049,PCA,43
1943839995628.3464,0.0079920079920079,NRM,43
1847345949446.853,0.0219780219780219,PCA,44
1387894265652.7986,0.0009990009990009,NRM,44
1811682405323.5212,0.0189810189810189,PCA,45
3104132166869.4727,0.1328671328671328,NRM,45
1388866047062.026,0.0009990009990009,PCA,46
1591135009042.309,0.0019980019980019,NRM,46
2066658356187.5864,0.0969030969030969,PCA,47
1361736217958.0898,0.0009990009990009,NRM,47
1964874882076.0972,0.0819180819180819,PCA,48
2919072248630.2163,0.1148851148851148,NRM,48
1645065873757.804,0.0029970029970029,PCA,49
1400055044893.3174,0.0009990009990009,NRM,49
1841651030813.526,0.0239760239760239,PCA,50
2187576802488.4612,0.0189810189810189,NRM,50
1398623609042.506,0.0009990009990009,PCA,51
1242120883619.041,0.0009990009990009,NRM,51
1379690859889.5142,0.0009990009990009,PCA,52
1204584000731.3013,0.0009990009990009,NRM,52
1288191057975.4304,0.0009990009990009,PCA,53
1475455062246.075,0.0019980019980019,NRM,53
1727220204049.994,0.0129870129870129,PCA,54
2064467944078.1768,0.0099900099900099,NRM,54
1638807510988.3738,0.0039960039960039,PCA,55
1645040584531.8225,0.0009990009990009,NRM,55
1789155108999.9695,0.0199800199800199,PCA,56
1920270475943.645,0.0089910089910089,NRM,56
1916431633869.4705,0.0209790209790209,PCA,57
2260148012111.5947,0.0379620379620379,NRM,57
1604707798869.338,0.0039960039960039,PCA,58
1514110628160.0994,0.0009990009990009,NRM,58
1370233897780.7676,0.0019980019980019,PCA,59
1461691377246.0564,0.0009990009990009,NRM,59
1147958124717.4072,0.0009990009990009,PCA,60
1239095339863.7217,0.0009990009990009,NRM,60
2295411420246.8853,0.1898101898101898,PCA,61
2217396122389.458,0.0319680319680319,NRM,61
2549110488733.874,0.4445554445554445,PCA,62
2822123935349.921,0.3286713286713286,NRM,62
1418739927955.699,0.0009990009990009,PCA,63
1805183880640.356,0.0029970029970029,NRM,63
1688551849265.9717,0.0109890109890109,PCA,64
2043735692326.688,0.0339660339660339,NRM,64
1608012091863.9966,0.0039960039960039,PCA,65
1334597527986.0828,0.0009990009990009,NRM,65
1780169017542.332,0.0159840159840159,PCA,66
2365602336123.559,0.0709290709290709,NRM,66
1987006953339.0376,0.0559440559440559,PCA,67
1859875735798.3044,0.0029970029970029,NRM,67
1498732494003.6597,0.0009990009990009,PCA,68
2154218229637.147,0.0229770229770229,NRM,68
1785624750121.0005,0.0199800199800199,PCA,69
1604392542921.5508,0.0039960039960039,NRM,69
2219862636262.3853,0.1538461538461538,PCA,70
2130971024279.383,0.0189810189810189,NRM,70
1524479388105.529,0.0009990009990009,PCA,71
2045777689875.079,0.0169830169830169,NRM,71
1829632234067.1133,0.0429570429570429,PCA,72
2284327426647.75,0.0319680319680319,NRM,72
1903232022589.6685,0.0209790209790209,PCA,73
2152231853672.1936,0.0099900099900099,NRM,73
1696700059542.3071,0.0039960039960039,PCA,74
1537788608043.545,0.0029970029970029,NRM,74
1589510627955.1392,0.0039960039960039,PCA,75
1891741869724.1504,0.0119880119880119,NRM,75
1304469478129.5525,0.0009990009990009,PCA,76
1399654704173.0242,0.0019980019980019,NRM,76
1868629514995.2332,0.0599400599400599,PCA,77
1860264310981.921,0.0169830169830169,NRM,77
1276468221816.6958,0.0009990009990009,PCA,78
2153265957691.562,0.0229770229770229,NRM,78
2091544601937.6604,0.0829170829170829,PCA,79
2660615212108.9766,0.1478521478521478,NRM,79
1297290264716.629,0.0009990009990009,PCA,80
1916899146705.8247,0.0099900099900099,NRM,80
1611238852001.202,0.0029970029970029,PCA,81
1839251336081.1272,0.0099900099900099,NRM,81
2063974627892.81,0.0809190809190809,PCA,82
2023573549094.5469,0.0249750249750249,NRM,82
1345910811723.1655,0.0009990009990009,PCA,83
2013458066478.1985,0.0119880119880119,NRM,83
1965935996837.5496,0.0319680319680319,PCA,84
1572867422908.585,0.0029970029970029,NRM,84
1634170821333.1443,0.0029970029970029,PCA,85
1880888564438.0825,0.0079920079920079,NRM,85
1952728997370.256,0.0699300699300699,PCA,86
2043320087095.3823,0.0199800199800199,NRM,86
1744520000222.982,0.0119880119880119,PCA,87
2161741863017.787,0.0139860139860139,NRM,87
1707213436846.3677,0.0089910089910089,PCA,88
1814167442877.725,0.0099900099900099,NRM,88
1591459163156.579,0.0019980019980019,PCA,89
1819365422235.2168,0.0039960039960039,NRM,89
1903844201029.931,0.0259740259740259,PCA,90
1291784399066.3003,0.0009990009990009,NRM,90
1706815648122.7556,0.0119880119880119,PCA,91
2092461269529.0864,0.0339660339660339,NRM,91
1979938651761.861,0.0449550449550449,PCA,92
2482312699636.2183,0.0389610389610389,NRM,92
1951170154884.086,0.0719280719280719,PCA,93
2855912214737.18,0.1538461538461538,NRM,93
1497329953260.3347,0.0019980019980019,PCA,94
1158074235681.0134,0.0009990009990009,NRM,94
1755243588110.176,0.0079920079920079,PCA,95
2526169382055.3506,0.0889110889110889,NRM,95
1709879629572.1382,0.0089910089910089,PCA,96
1690288272396.9866,0.0049950049950049,NRM,96
1376112630114.9644,0.0009990009990009,PCA,97
1695525183798.1675,0.0069930069930069,NRM,97
1482384445287.7754,0.0009990009990009,PCA,98
1993082776385.912,0.0129870129870129,NRM,98
1497472332817.9385,0.0009990009990009,PCA,99
1557539815819.615,0.0009990009990009,NRM,99
