diff,p,mode,shuffle_ID
1409967496877.5413,0.0009990009990009,PCA,0
1483139349466.4587,0.0009990009990009,NRM,0
1487146601755.4155,0.0009990009990009,PCA,1
1505471540994.3618,0.0009990009990009,NRM,1
1711664196398.63,0.0049950049950049,PCA,2
1780341935232.9802,0.0059940059940059,NRM,2
1576273756696.6794,0.0019980019980019,PCA,3
1632777118333.7988,0.0019980019980019,NRM,3
1405411741487.564,0.0009990009990009,PCA,4
1371928791542.8252,0.0009990009990009,NRM,4
1666444190345.7483,0.0049950049950049,PCA,5
1552750733813.8552,0.0009990009990009,NRM,5
1804110901369.163,0.0139860139860139,PCA,6
1708170136237.7063,0.0039960039960039,NRM,6
1143645040504.1565,0.0009990009990009,PCA,7
1221375532423.872,0.0009990009990009,NRM,7
1620939617465.3489,0.0039960039960039,PCA,8
1615071075669.1855,0.0049950049950049,NRM,8
1570624751774.5464,0.0039960039960039,PCA,9
1502743976357.048,0.0009990009990009,NRM,9
1579338830694.4688,0.0009990009990009,PCA,10
1754082219079.3677,0.0079920079920079,NRM,10
1331307293264.5708,0.0009990009990009,PCA,11
1256702565643.8562,0.0009990009990009,NRM,11
1354099215880.866,0.0009990009990009,PCA,12
1448305037711.6787,0.0009990009990009,NRM,12
1365129787033.1133,0.0019980019980019,PCA,13
1370672570580.4607,0.0019980019980019,NRM,13
1394888986214.8384,0.0009990009990009,PCA,14
1290725984450.0957,0.0009990009990009,NRM,14
1356567151452.0503,0.0009990009990009,PCA,15
1465298494844.1265,0.0009990009990009,NRM,15
1526607578937.308,0.0019980019980019,PCA,16
1395758805641.488,0.0009990009990009,NRM,16
1655978022397.021,0.0019980019980019,PCA,17
1722663318072.7651,0.0029970029970029,NRM,17
1561616146348.8245,0.0009990009990009,PCA,18
1679167041161.6023,0.0009990009990009,NRM,18
1717027416654.5095,0.0069930069930069,PCA,19
1747604963707.0776,0.0039960039960039,NRM,19
1421613570760.6934,0.0009990009990009,PCA,20
1361074760453.7446,0.0009990009990009,NRM,20
1759622330255.287,0.0029970029970029,PCA,21
1876203651434.8503,0.0109890109890109,NRM,21
1409062652554.8403,0.0009990009990009,PCA,22
1535969941594.641,0.0009990009990009,NRM,22
1420746301284.993,0.0009990009990009,PCA,23
1386442518588.9868,0.0009990009990009,NRM,23
1394182650180.8508,0.0009990009990009,PCA,24
1369657015040.7925,0.0009990009990009,NRM,24
1526463847562.8247,0.0019980019980019,PCA,25
1392995343973.827,0.0009990009990009,NRM,25
1341540504485.673,0.0009990009990009,PCA,26
1324588633872.2769,0.0009990009990009,NRM,26
1347179403499.9143,0.0009990009990009,PCA,27
1376623120596.7617,0.0009990009990009,NRM,27
1368322037298.5315,0.0009990009990009,PCA,28
1496588545602.4236,0.0009990009990009,NRM,28
