diff,p,mode,shuffle_ID
1548989751897.0815,0.0009990009990009,PCA,0
1566824959309.1182,0.0019980019980019,NRM,0
1493091464165.1963,0.0009990009990009,PCA,1
1451773958829.473,0.0009990009990009,NRM,1
1468587065314.8142,0.0009990009990009,PCA,2
1431041280810.016,0.0009990009990009,NRM,2
1509274098758.949,0.0009990009990009,PCA,3
1429765246422.761,0.0009990009990009,NRM,3
1325170575034.8513,0.0009990009990009,PCA,4
1323897715052.406,0.0009990009990009,NRM,4
1475745271307.1118,0.0009990009990009,PCA,5
1449617007541.3528,0.0009990009990009,NRM,5
1299636804135.1758,0.0009990009990009,PCA,6
1330522046665.625,0.0009990009990009,NRM,6
1560307691412.432,0.0009990009990009,PCA,7
1525719189759.34,0.0009990009990009,NRM,7
1615572622866.9082,0.0029970029970029,PCA,8
1649210442631.39,0.0019980019980019,NRM,8
1622893451058.0889,0.0029970029970029,PCA,9
1749394334019.1665,0.0059940059940059,NRM,9
1461490755251.832,0.0009990009990009,PCA,10
1381041299921.8855,0.0009990009990009,NRM,10
1610957667346.181,0.0019980019980019,PCA,11
1624095936392.879,0.0019980019980019,NRM,11
1452555866315.8457,0.0009990009990009,PCA,12
1590804639848.4302,0.0009990009990009,NRM,12
1650346848121.7378,0.0009990009990009,PCA,13
1664774966350.58,0.0009990009990009,NRM,13
1444634072173.0647,0.0009990009990009,PCA,14
1496013784287.817,0.0019980019980019,NRM,14
1551663174652.4878,0.0009990009990009,PCA,15
1549413213253.4773,0.0009990009990009,NRM,15
1522459719024.9312,0.0009990009990009,PCA,16
1445455782942.1492,0.0009990009990009,NRM,16
1345178830726.287,0.0009990009990009,PCA,17
1338651247312.4788,0.0009990009990009,NRM,17
1463161132182.591,0.0009990009990009,PCA,18
1433925822666.3977,0.0009990009990009,NRM,18
1432667909900.2285,0.0009990009990009,PCA,19
1407420758831.9749,0.0009990009990009,NRM,19
1374630628643.9302,0.0009990009990009,PCA,20
1283699620076.6426,0.0009990009990009,NRM,20
1664474302930.7568,0.0009990009990009,PCA,21
1690699309879.6438,0.0029970029970029,NRM,21
1327391111023.167,0.0009990009990009,PCA,22
