diff,p,mode,shuffle_ID
1230980845480.8933,0.0009990009990009,PCA,0
1224256687227.6294,0.0009990009990009,NRM,0
1395785496635.4346,0.0009990009990009,PCA,1
1356531357769.5366,0.0009990009990009,NRM,1
1517592032707.6672,0.0009990009990009,PCA,2
1509359792644.107,0.0009990009990009,NRM,2
1418928840206.5457,0.0009990009990009,PCA,3
1451559100200.404,0.0009990009990009,NRM,3
1618952463970.1968,0.0009990009990009,PCA,4
1577209212398.663,0.0009990009990009,NRM,4
1511160258464.2478,0.0009990009990009,PCA,5
1512772603697.36,0.0009990009990009,NRM,5
1215899010959.5005,0.0009990009990009,PCA,6
1181776529613.1191,0.0009990009990009,NRM,6
1365035771538.8943,0.0009990009990009,PCA,7
1339100808961.6309,0.0009990009990009,NRM,7
1333188314098.7825,0.0009990009990009,PCA,8
1362315576899.4631,0.0009990009990009,NRM,8
1590830355095.8047,0.0009990009990009,PCA,9
1590920620109.7812,0.0009990009990009,NRM,9
1596572716795.229,0.0009990009990009,PCA,10
1501549675186.3672,0.0009990009990009,NRM,10
1523870452541.965,0.0009990009990009,PCA,11
1484013429646.626,0.0009990009990009,NRM,11
1479487090778.5942,0.0009990009990009,PCA,12
1458562394935.591,0.0009990009990009,NRM,12
1444199187321.376,0.0009990009990009,PCA,13
1428920205972.0012,0.0009990009990009,NRM,13
1509091686583.209,0.0009990009990009,PCA,14
1540950768389.7705,0.0009990009990009,NRM,14
1326378295160.9214,0.0009990009990009,PCA,15
1369779673899.4978,0.0009990009990009,NRM,15
1458216270716.611,0.0009990009990009,PCA,16
1444838990175.415,0.0009990009990009,NRM,16
1510758694152.4597,0.0009990009990009,PCA,17
1571071898335.881,0.0009990009990009,NRM,17
1367990511360.2993,0.0009990009990009,PCA,18
1391329975545.4978,0.0009990009990009,NRM,18
1491339071734.1216,0.0009990009990009,PCA,19
1510693105339.7383,0.0009990009990009,NRM,19
1400967091701.6262,0.0009990009990009,PCA,20
1385109596597.5996,0.0009990009990009,NRM,20
1483049446153.1511,0.0009990009990009,PCA,21
1439118746522.9414,0.0009990009990009,NRM,21
