n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
44.6,48.6,56.26666666666666,52.2,53.86,55.50000000000001,55.27142857142857,55.15,54.577777777777776
47.7,47.7,52.23333333333334,51.55,55.36,52.78333333333333,53.35714285714285,53.6625,54.57777777777779
43.7,43.45,48.1,52.65,52.7,51.55000000000001,53.0,54.175,55.23333333333334
51.0,47.35,49.23333333333334,49.675,53.48,54.76666666666666,54.442857142857136,55.5375,55.27777777777777
33.7,46.95,51.533333333333324,51.9,52.98,55.41666666666666,55.085714285714296,54.325,55.63333333333333
52.4,49.0,49.46666666666666,50.85,55.44,55.86666666666666,55.24285714285714,55.6625,55.344444444444456
36.7,53.4,58.76666666666667,61.025,59.12,57.599999999999994,56.12857142857144,56.0,55.2111111111111
46.0,49.35,54.16666666666667,57.775,56.14,60.23333333333334,55.1,60.55,55.23333333333333
41.6,50.8,48.23333333333332,53.7,53.26,53.63333333333333,53.37142857142859,55.375,54.711111111111116
44.0,54.1,55.36666666666667,51.125,54.32,54.23333333333334,56.2,56.0625,55.07777777777778
42.0,51.85,54.86666666666666,52.7,57.34,55.58333333333334,54.957142857142856,55.2125,55.422222222222224
52.7,52.35,52.06666666666666,55.325,54.76,54.4,55.47142857142857,55.6,55.05555555555556
35.1,54.45,53.03333333333334,52.775,52.44,55.3,52.8857142857143,54.3375,55.72222222222223
42.4,47.85,52.63333333333334,53.8,56.18,56.78333333333334,57.51428571428573,55.6625,55.98888888888889
46.3,40.3,53.16666666666668,50.0,51.04,51.88333333333333,53.114285714285714,54.25,54.23333333333332
46.3,47.2,52.13333333333333,49.05,51.92,53.75,55.37142857142857,55.575,55.9
41.9,45.75,49.69999999999999,52.025,53.36,53.7,52.31428571428572,53.6375,54.4
39.5,51.05,52.36666666666666,58.2,59.0,58.88333333333334,57.04285714285714,56.0125,55.522222222222226
44.9,46.5,45.80000000000001,49.475,53.08,53.71666666666666,53.55714285714285,55.075,56.26666666666666
37.6,47.6,47.33333333333334,48.975,51.36,51.56666666666666,54.214285714285715,54.975,55.83333333333333
42.0,47.9,46.03333333333333,49.85,54.38,52.75,55.74285714285715,55.35,54.50000000000001
44.8,44.6,49.10000000000001,50.075,49.92,51.75000000000001,52.62857142857143,54.3,55.344444444444456
63.1,59.95,54.26666666666666,51.875,51.42,53.53333333333333,53.900000000000006,55.95,54.17777777777778
49.1,51.65,55.2,57.2,58.1,56.51666666666666,56.24285714285715,56.425,56.42222222222222
39.1,47.2,52.23333333333333,48.475,50.04,52.7,54.400000000000006,54.6875,55.31111111111111
50.5,51.2,52.66666666666666,54.175,54.14,52.98333333333334,55.42857142857142,53.95,54.71111111111112
43.2,53.05,45.86666666666667,52.8,56.06,54.98333333333334,55.04285714285714,57.05,55.57777777777778
53.8,57.2,52.76666666666668,54.0,50.7,52.20000000000001,52.457142857142856,53.7,54.888888888888886
47.2,47.55,46.56666666666667,50.025,52.72,54.8,54.414285714285725,56.275,56.09999999999998
