n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
44.7,47.95,49.66666666666665,50.0,52.42,52.68333333333334,52.71428571428572,53.825,53.01111111111112
29.1,48.95,50.36666666666667,50.05,53.34,49.65,52.58571428571428,52.9,53.36666666666667
35.0,39.9,42.533333333333346,49.025,46.18,49.28333333333334,51.77142857142857,54.225,54.32222222222222
31.8,47.7,47.96666666666667,50.05,51.26,51.28333333333334,53.49999999999999,54.7875,53.55555555555555
27.4,38.35,51.76666666666668,44.725,45.8,52.66666666666667,54.88571428571427,54.225,54.777777777777786
51.8,41.55,46.73333333333333,44.825,54.52,54.31666666666666,53.62857142857142,54.7,54.03333333333333
36.7,46.25,50.7,49.6,50.54,50.18333333333333,52.51428571428573,53.525,52.27777777777777
27.3,43.05,50.06666666666666,52.95,52.86,54.43333333333334,53.57142857142858,52.0375,53.922222222222224
32.8,50.75,48.3,50.225,49.5,49.99999999999999,48.44285714285713,49.65,50.26666666666667
44.2,54.55,56.26666666666667,52.65,54.94,55.51666666666667,54.4142857142857,54.775,54.23333333333332
29.5,46.9,47.23333333333334,48.45,50.8,51.41666666666666,51.92857142857142,51.825,53.01111111111111
41.3,49.45,48.5,48.7,53.96,54.400000000000006,52.94285714285715,53.4125,53.5
38.2,46.7,50.16666666666665,49.975,51.96,48.7,48.75714285714285,47.6125,49.83333333333333
42.4,38.1,44.63333333333334,41.45,44.8,46.21666666666667,46.61428571428571,50.3625,51.988888888888894
38.5,37.1,45.7,43.85,43.38,48.38333333333333,50.72857142857141,52.15,51.644444444444424
38.6,39.55,41.56666666666666,39.925,43.64,45.38333333333333,48.62857142857142,52.0,52.76666666666666
29.5,49.05,49.06666666666666,52.65,54.36,52.91666666666667,50.142857142857146,49.5625,50.62222222222223
35.4,39.85,44.33333333333333,44.4,48.06,47.53333333333334,47.97142857142857,52.4,53.477777777777774
37.6,44.95,45.06666666666667,47.15,49.18,49.76666666666667,48.9,50.2,52.622222222222234
30.4,36.35,34.49999999999999,40.875,39.74,42.61666666666668,49.42857142857143,52.5375,53.922222222222224
44.2,47.55,44.73333333333333,49.55,51.32,50.75,53.22857142857142,51.525,52.96666666666667
39.3,39.55,50.73333333333333,49.25,48.4,51.55,51.171428571428585,51.0,49.75555555555556
52.6,54.4,57.56666666666666,51.05,48.8,50.36666666666666,50.74285714285715,52.85,50.855555555555554
25.5,48.95,55.0,53.45,56.36,50.08333333333334,54.94285714285713,54.8625,54.60000000000001
38.3,49.95,51.5,45.075,48.42,51.65,52.2,52.7375,52.23333333333333
44.6,46.15,43.76666666666666,51.775,50.84,50.43333333333335,51.885714285714286,51.825,51.97777777777777
41.5,51.2,46.03333333333333,49.225,52.68,51.76666666666668,51.571428571428584,51.0375,50.277777777777764
44.4,36.45,44.56666666666666,48.875,47.14,46.6,48.4,47.3875,52.9
35.2,38.5,37.13333333333333,46.8,51.5,52.46666666666666,52.87142857142858,52.3,51.94444444444444
37.0,42.15,46.66666666666667,47.925,49.78,54.38333333333333,53.14285714285713,54.125,54.388888888888886
41.5,44.3,44.36666666666667,45.4,45.7,50.63333333333334,52.31428571428571,50.4625,51.77777777777777
46.6,50.8,54.03333333333334,50.35,50.66,49.38333333333334,51.84285714285715,52.8625,52.55555555555555
29.7,45.05,37.46666666666666,39.3,40.84,44.75,48.642857142857146,51.6125,53.06666666666666
48.9,44.3,45.06666666666667,47.25,45.8,50.3,50.94285714285715,53.25,52.24444444444444
40.3,45.4,42.46666666666666,49.075,53.54,52.91666666666666,52.64285714285714,51.475,53.1
37.4,43.65,47.399999999999984,50.8,50.64,52.6,51.77142857142857,50.725,52.26666666666667
44.1,40.9,44.69999999999999,50.85,56.88,55.35,53.542857142857144,51.55,53.02222222222222
32.2,44.95,48.9,49.625,47.12,49.10000000000001,47.14285714285713,49.1375,49.34444444444444
45.1,40.95,41.9,43.2,44.34,45.1,47.571428571428584,53.4875,51.46666666666667
42.2,50.95,53.06666666666667,53.325,54.44,54.63333333333333,54.27142857142857,53.3875,53.46666666666666
58.7,56.65,54.46666666666666,49.5,50.54,51.650000000000006,52.471428571428575,52.375,51.6
44.7,52.45,51.43333333333333,51.275,51.86,53.49999999999999,55.857142857142854,55.6625,54.6888888888889
33.4,39.6,39.699999999999996,46.775,50.5,48.73333333333333,49.31428571428572,52.15,53.63333333333333
40.8,43.0,47.8,47.65,50.54,51.98333333333333,53.3,52.775,53.011111111111106
40.1,43.75,45.466666666666676,47.525,47.72,50.58333333333333,51.057142857142864,52.3,54.07777777777778
45.7,52.4,48.93333333333333,54.075,52.48,53.13333333333333,53.02857142857144,53.9125,53.66666666666667
40.0,54.7,49.16666666666667,50.075,51.96,51.16666666666667,51.62857142857144,51.75,52.02222222222222
43.0,44.2,39.766666666666666,49.475,50.16,46.95,50.62857142857141,55.5,54.36666666666666
47.3,52.8,52.73333333333333,52.95,53.96,52.2,53.57142857142856,53.5875,53.977777777777774
36.2,44.85,57.29999999999999,57.975,54.2,52.28333333333334,54.97142857142859,55.35,52.82222222222222
38.9,46.55,47.50000000000001,42.675,47.6,50.599999999999994,50.42857142857143,51.7625,54.244444444444454
37.7,42.05,49.93333333333334,52.2,51.36,54.35,56.42857142857145,54.675,54.22222222222223
48.2,46.0,47.46666666666667,56.75,54.24,52.35,52.64285714285715,54.0875,53.5
35.5,51.4,51.43333333333333,51.425,50.08,50.91666666666666,51.89999999999999,49.775,51.244444444444454
33.7,37.1,50.69999999999998,47.725,51.92,52.35,51.457142857142856,49.8875,50.12222222222223
40.1,46.8,50.8,51.8,50.92,53.51666666666666,52.87142857142856,53.4,53.03333333333333
38.3,57.05,54.9,54.625,54.16,54.3,54.457142857142856,54.15,54.55555555555556
44.8,49.25,50.03333333333334,50.3,49.54,48.33333333333333,49.042857142857144,51.275,53.29999999999999
38.8,46.7,51.79999999999999,54.825,53.64,52.650000000000006,52.92857142857142,50.95,53.06666666666667
50.8,50.85,50.03333333333333,54.45,54.62,54.06666666666667,54.05714285714285,54.125,52.31111111111111
45.0,44.8,45.66666666666667,47.625,49.98,50.41666666666666,53.657142857142865,53.5375,52.088888888888896
47.3,50.75,54.03333333333333,51.075,50.92,51.56666666666667,52.17142857142857,52.075,52.211111111111116
53.0,51.9,55.3,52.15,55.26,55.1,53.11428571428571,53.35,53.588888888888896
47.5,50.25,49.93333333333334,53.0,44.44,44.31666666666667,46.25714285714285,51.0,51.34444444444444
54.7,41.6,52.66666666666666,50.05,52.94,53.56666666666667,53.67142857142858,54.1375,52.54444444444445
33.0,44.15,46.8,50.225,51.3,52.58333333333333,51.89999999999999,52.1125,52.877777777777766
41.0,48.2,46.4,47.75,42.74,47.25,46.8,47.6625,52.88888888888889
38.9,39.1,44.96666666666666,48.375,53.78,53.1,51.814285714285695,53.375,53.177777777777784
46.8,46.55,41.9,42.7,47.24,47.43333333333332,46.27142857142858,53.7375,54.34444444444444
41.7,45.95,47.83333333333333,54.275,51.4,50.71666666666667,50.75714285714285,50.05,53.46666666666667
60.0,54.6,53.83333333333334,50.325,48.48,48.54999999999999,52.014285714285705,53.0,53.244444444444454
40.7,49.2,45.73333333333334,49.2,50.72,51.13333333333334,53.92857142857143,53.05,52.79999999999999
32.6,40.65,50.83333333333333,49.575,47.56,48.03333333333334,49.78571428571428,48.85,50.955555555555556
46.2,41.05,48.900000000000006,53.75,53.82,53.63333333333334,53.92857142857143,53.8875,51.522222222222226
26.9,35.2,40.46666666666666,42.225,43.0,42.65,46.74285714285715,47.425,50.61111111111112
40.7,40.9,39.2,46.45,45.64,48.51666666666668,53.471428571428575,50.175,50.4
44.9,51.2,41.69999999999999,40.925,47.06,49.0,51.07142857142856,53.75,52.48888888888889
42.7,55.3,52.6,53.55,53.16,51.81666666666667,53.457142857142856,53.325,53.777777777777764
41.2,48.8,45.2,45.575,45.12,49.41666666666668,51.87142857142857,50.8875,52.844444444444456
31.6,36.35,49.7,50.65,50.34,50.4,50.785714285714285,49.3375,50.07777777777778
44.6,40.35,39.26666666666666,42.15,40.46,43.66666666666667,47.42857142857142,48.5875,51.84444444444444
32.8,44.5,47.89999999999999,45.375,49.78,48.43333333333333,47.357142857142854,47.925,51.43333333333333
41.4,50.25,50.03333333333333,53.35,56.24,55.48333333333333,52.88571428571429,51.8875,52.92222222222222
48.1,39.65,38.46666666666667,42.975,45.5,52.33333333333334,53.61428571428573,50.2375,51.3222222222222
44.1,42.0,49.56666666666666,52.7,52.48,52.08333333333333,52.57142857142856,53.6375,53.93333333333332
52.8,51.75,49.36666666666667,50.25,50.14,52.81666666666668,51.42857142857143,54.4375,54.2111111111111
35.9,52.9,46.9,47.875,43.74,50.91666666666666,53.65714285714285,54.2625,54.211111111111116
36.6,44.65,44.13333333333333,46.825,49.32,51.21666666666667,54.85714285714287,51.75,53.0
33.9,50.0,49.06666666666668,55.7,53.9,49.01666666666667,49.657142857142865,50.7875,49.89999999999999
48.7,56.95,53.36666666666666,55.25,57.14,54.11666666666666,53.785714285714285,54.3,55.73333333333335
39.8,47.9,49.099999999999994,54.025,52.9,51.98333333333334,53.07142857142857,52.6,51.97777777777778
29.0,37.1,45.33333333333333,45.15,45.92,49.33333333333333,49.342857142857156,52.35,51.76666666666668
38.9,40.6,40.666666666666664,44.75,49.02,48.76666666666666,50.39999999999999,51.6125,52.25555555555556
42.7,44.8,39.06666666666667,43.425,45.78,46.91666666666666,48.285714285714285,50.4625,54.30000000000001
40.8,51.85,54.66666666666666,55.2,52.64,49.1,51.1,53.1875,53.54444444444444
54.8,42.0,46.66666666666668,49.325,49.74,51.46666666666666,51.25714285714285,52.55,53.47777777777778
41.7,46.85,54.26666666666666,50.5,52.28,52.95000000000001,53.642857142857146,53.6375,52.10000000000001
49.6,48.75,48.96666666666666,49.6,50.1,51.06666666666668,50.528571428571425,52.9375,51.95555555555556
58.4,51.85,52.06666666666668,53.525,55.02,56.6,54.67142857142857,54.0125,54.84444444444444
