n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
52.2,71.2,77.00000000000001,78.35,80.4,83.0,85.39999999999998,84.7375,85.26666666666667
61.3,67.2,75.63333333333334,80.575,81.76,82.75,85.42857142857143,85.0375,84.64444444444447
51.4,64.7,74.76666666666667,80.7,81.52,80.85,82.78571428571428,83.925,85.56666666666662
67.2,69.0,75.9,79.075,83.56,82.01666666666668,81.65714285714286,83.15,83.76666666666667
61.3,71.3,78.56666666666666,76.05,76.84,79.55000000000001,80.18571428571428,82.05,84.08888888888889
70.5,68.9,74.46666666666667,78.175,79.3,83.11666666666666,82.72857142857143,83.4625,84.15555555555557
64.5,76.05,76.60000000000001,79.375,79.42,81.21666666666665,82.54285714285716,83.2,85.21111111111111
56.8,67.8,76.13333333333334,79.375,81.26,83.06666666666666,82.02857142857145,81.85,84.02222222222223
61.3,71.85,73.66666666666666,80.375,79.94,80.81666666666666,81.6857142857143,82.425,83.98888888888888
56.3,68.2,72.9,77.725,78.38,78.71666666666667,81.15714285714286,82.8625,85.26666666666667
57.7,72.4,74.2,79.15,80.36,80.58333333333334,82.00000000000001,83.0375,82.88888888888889
64.0,77.15,75.93333333333334,77.325,80.24,79.08333333333333,81.05714285714288,82.9,83.66666666666666
49.0,73.4,75.36666666666665,75.5,77.5,77.85,81.00000000000001,83.6625,84.9
56.1,61.2,69.6,74.125,75.28,78.23333333333333,79.84285714285714,82.1625,83.46666666666668
57.2,66.45,75.30000000000001,77.025,80.04,80.98333333333333,82.58571428571427,83.725,84.42222222222223
59.2,68.25,76.46666666666667,78.025,78.08,80.83333333333334,83.07142857142857,84.7,85.03333333333335
57.8,67.9,74.6,76.875,77.66,79.98333333333333,82.78571428571429,83.85,85.1
55.8,74.95,74.7,77.475,80.54,82.88333333333334,82.3,83.7875,85.13333333333333
56.7,70.7,74.49999999999999,76.775,81.44,82.4,83.2,83.3625,84.53333333333336
57.4,64.35,74.26666666666667,81.025,82.66,83.78333333333332,83.61428571428573,84.375,85.64444444444443
54.0,67.95,74.69999999999999,78.7,82.36,82.21666666666665,82.85714285714286,83.35,84.66666666666666
53.7,66.65,70.99999999999999,75.45,77.34,80.85,82.78571428571429,82.175,83.58888888888889
69.6,72.9,79.06666666666666,79.025,79.54,81.11666666666667,84.57142857142856,83.7875,85.77777777777779
48.0,64.3,76.9,80.55,81.3,82.35000000000002,82.52857142857142,84.0,84.53333333333332
53.1,66.2,73.50000000000001,73.8,78.2,81.06666666666668,82.77142857142857,83.325,84.03333333333332
66.3,68.1,71.16666666666667,77.175,77.74,81.16666666666667,82.3857142857143,83.4125,85.17777777777778
50.4,70.3,71.03333333333332,74.625,75.64,77.61666666666667,79.87142857142857,82.35,85.04444444444445
66.8,71.25,75.73333333333333,79.0,77.6,79.63333333333333,79.81428571428572,81.25,83.54444444444444
57.2,67.3,75.30000000000001,78.275,81.88,83.74999999999999,85.74285714285713,85.5375,86.73333333333333
61.9,75.25,73.6,78.625,80.6,81.10000000000001,80.87142857142858,84.1625,85.51111111111112
54.7,66.8,75.36666666666667,79.6,80.16,80.36666666666667,82.62857142857143,83.7875,84.81111111111109
56.2,66.95,75.36666666666667,79.975,80.34,83.23333333333332,84.1857142857143,84.0625,85.37777777777775
50.3,71.6,78.93333333333335,79.425,80.8,80.93333333333332,81.48571428571428,83.625,84.81111111111112
57.5,67.55,72.43333333333334,76.45,77.88,80.41666666666666,83.8142857142857,84.975,84.73333333333332
63.9,68.7,72.63333333333334,77.2,82.24,82.9,84.92857142857144,85.6625,85.11111111111111
55.9,63.0,70.06666666666666,73.375,76.84,79.93333333333334,80.98571428571428,82.3375,84.33333333333331
64.2,67.75,74.0,78.4,81.54,83.05,84.08571428571427,83.375,84.35555555555557
48.0,72.5,76.13333333333334,81.1,82.82,83.11666666666666,83.4,83.775,84.34444444444448
63.6,73.8,78.76666666666667,78.275,83.56,83.81666666666666,85.11428571428573,82.975,83.14444444444443
