n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
45.5,63.15,68.5,70.275,71.9,71.11666666666666,74.28571428571428,71.8125,75.41111111111111
53.0,61.7,62.83333333333334,67.0,71.8,72.9,73.54285714285714,71.4375,71.32222222222222
44.4,54.2,60.46666666666666,64.55,65.66,66.65,70.18571428571428,71.5,72.02222222222223
57.6,64.55,67.0,72.05,73.42,76.35000000000001,72.89999999999999,74.65,74.07777777777777
37.7,56.9,65.36666666666666,68.0,68.36,70.55,69.95714285714286,70.1625,71.04444444444444
62.5,65.75,67.39999999999999,67.6,68.02,71.6,73.67142857142856,73.0625,73.91111111111111
61.5,64.05,67.19999999999999,72.025,72.26,70.05,70.88571428571429,75.1375,74.67777777777778
50.2,61.2,65.83333333333333,68.475,73.94,75.3,72.74285714285713,76.6625,77.65555555555555
53.9,61.7,67.99999999999999,70.825,73.4,72.83333333333334,72.25714285714285,73.525,74.86666666666667
47.6,64.65,66.16666666666667,66.45,69.9,73.86666666666667,73.21428571428571,74.55,75.63333333333334
55.1,64.35,66.7,72.125,70.54,72.01666666666667,73.87142857142857,72.075,73.73333333333332
54.8,66.25,64.6,69.7,74.26,73.51666666666667,73.88571428571429,74.4625,74.13333333333334
42.2,65.25,69.80000000000001,67.275,68.3,73.23333333333333,76.02857142857142,77.05,74.5111111111111
51.7,53.9,61.73333333333334,66.9,66.8,68.33333333333331,70.1,72.7,75.17777777777778
54.4,59.6,66.43333333333334,72.125,73.36,73.95,74.81428571428572,74.2875,73.8111111111111
53.6,59.15,64.96666666666665,65.6,67.62,68.76666666666667,70.37142857142857,72.2375,72.0
58.2,62.55,64.50000000000001,68.075,70.84,70.1,73.57142857142857,73.525,74.52222222222221
51.3,66.4,67.53333333333335,68.55,69.0,71.33333333333334,72.05714285714285,72.15,72.05555555555556
53.1,64.4,69.33333333333333,69.2,71.54,76.06666666666666,76.9,72.55,72.33333333333333
45.8,55.3,63.00000000000001,73.325,71.92,74.28333333333333,74.78571428571429,73.6125,75.37777777777778
45.0,57.6,57.63333333333333,67.875,70.66,72.16666666666666,69.28571428571426,73.125,73.54444444444444
46.7,57.05,59.19999999999999,63.15,65.38,68.83333333333331,68.44285714285715,69.4,75.48888888888888
68.7,62.4,66.56666666666668,64.95,65.96,70.24999999999999,75.41428571428571,75.3875,76.37777777777778
47.2,58.75,66.43333333333334,70.975,72.24,72.61666666666666,75.01428571428572,75.5,74.96666666666665
46.9,66.45,70.13333333333334,69.4,73.76,75.96666666666667,73.15714285714286,73.9,74.07777777777777
63.2,64.3,69.0,70.575,68.22,71.04999999999998,73.84285714285714,73.925,74.65555555555555
43.3,62.1,67.13333333333333,70.0,71.52,71.44999999999999,73.75714285714287,73.5375,72.53333333333333
60.5,60.75,65.23333333333333,68.375,66.04,71.48333333333332,72.04285714285714,69.9375,74.51111111111112
49.1,56.0,60.03333333333334,67.275,69.84,70.15,71.0,72.1125,72.96666666666665
50.8,60.45,64.23333333333333,68.2,68.32,70.4,72.31428571428572,73.3125,75.98888888888891
51.9,58.95,67.43333333333334,71.575,70.68,70.76666666666667,74.94285714285714,74.3125,74.67777777777778
49.9,62.3,72.13333333333333,72.075,73.64,75.3,74.22857142857144,73.9375,74.0888888888889
50.8,61.05,68.2,69.125,71.26,70.86666666666667,74.68571428571427,72.75,74.52222222222223
55.7,60.1,58.36666666666668,64.65,66.12,70.98333333333332,74.30000000000001,75.0875,74.76666666666667
44.7,57.75,62.400000000000006,66.6,68.32,70.18333333333332,70.27142857142856,72.175,72.67777777777778
50.8,64.15,64.63333333333334,67.7,69.8,70.31666666666665,73.21428571428572,73.2625,75.27777777777777
54.8,58.9,63.66666666666666,66.5,68.18,70.68333333333334,76.85714285714285,71.8125,75.37777777777778
42.9,63.85,68.93333333333334,71.875,74.78,76.18333333333334,74.77142857142857,72.9375,74.21111111111112
58.6,69.75,71.0,69.175,70.32,72.46666666666667,73.28571428571429,76.55,72.95555555555555
56.4,58.35,62.63333333333333,64.525,64.88,67.86666666666666,69.11428571428571,71.55,75.61111111111111
55.4,68.3,70.89999999999999,72.375,69.06,72.06666666666666,74.05714285714285,72.3875,72.3111111111111
55.9,65.3,59.49999999999999,65.75,67.34,69.06666666666666,71.2,75.875,71.84444444444445
46.0,64.8,69.83333333333333,71.1,73.06,74.68333333333334,74.6142857142857,70.3,74.86666666666667
50.2,62.25,63.06666666666667,67.6,68.84,69.06666666666666,70.32857142857144,73.7125,74.65555555555555
65.0,67.05,70.06666666666666,72.225,72.6,70.19999999999999,72.31428571428573,71.075,71.45555555555555
56.8,67.75,68.5,66.075,69.18,71.38333333333333,70.47142857142858,70.9375,71.6111111111111
59.5,59.4,64.73333333333333,66.65,68.16,66.11666666666667,68.11428571428571,72.8875,74.72222222222221
49.1,55.7,61.26666666666667,68.525,68.22,69.83333333333333,70.49999999999999,71.95,71.14444444444445
49.4,61.7,65.9,69.1,68.82,72.49999999999999,75.37142857142857,74.2,72.1
39.6,63.9,67.33333333333333,69.575,71.26,69.36666666666666,70.0,72.0375,70.95555555555556
42.5,48.15,61.76666666666666,64.775,65.04,69.60000000000001,71.8,72.7,73.03333333333333
52.6,60.35,64.69999999999999,64.525,69.04,68.83333333333333,68.87142857142857,71.85,73.85555555555555
62.7,64.0,65.73333333333333,69.125,71.1,69.96666666666667,71.92857142857143,73.075,74.16666666666667
41.2,53.4,65.6,68.075,68.06,70.46666666666667,72.19999999999999,73.475,74.24444444444444
42.3,55.1,62.99999999999999,66.8,68.58,69.91666666666666,69.95714285714286,74.7875,74.10000000000001
55.8,66.7,69.63333333333334,68.275,68.7,70.86666666666667,74.1857142857143,71.175,73.94444444444443
55.4,70.5,69.26666666666667,70.85,71.34,71.36666666666666,77.62857142857143,76.0125,76.7
53.7,69.05,70.13333333333333,72.35,73.48,73.36666666666667,72.95714285714287,73.9,74.05555555555557
55.3,62.95,62.79999999999999,67.6,69.58,70.56666666666666,71.82857142857142,73.125,74.1888888888889
50.3,62.3,66.23333333333332,67.525,69.6,68.66666666666667,69.28571428571429,69.5625,73.6222222222222
57.3,65.3,63.1,68.625,75.7,77.19999999999999,77.9857142857143,76.2625,78.73333333333333
54.6,65.6,65.5,69.275,70.52,72.5,72.81428571428573,74.2125,74.4888888888889
