n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
46.6,49.7,60.7,56.725,60.16,60.7,61.25714285714285,61.725,60.677777777777784
48.7,56.45,58.03333333333333,55.675,56.4,55.16666666666667,55.78571428571429,57.4125,59.03333333333334
43.2,43.3,50.70000000000001,55.85,55.26,57.80000000000001,59.28571428571428,60.4375,62.155555555555566
53.7,53.1,52.46666666666667,53.95,59.56,60.18333333333334,60.81428571428572,59.2875,59.86666666666667
35.2,51.0,57.00000000000001,58.125,59.02,59.71666666666666,59.87142857142858,61.2125,62.13333333333333
56.6,54.7,57.06666666666666,54.925,58.68,60.76666666666666,61.81428571428572,61.55,61.29999999999999
47.9,59.55,60.66666666666667,62.15,62.08,61.283333333333324,61.57142857142856,61.15,60.68888888888889
49.9,49.65,56.7,59.425,61.28,62.05,60.32857142857142,61.675,61.55555555555556
49.7,54.4,55.0,53.225,56.4,57.05,56.87142857142858,60.05,59.311111111111124
49.3,52.05,57.79999999999999,55.0,56.62,58.64999999999999,59.84285714285715,61.3,61.50000000000001
44.3,53.6,55.76666666666667,56.375,58.14,60.23333333333333,60.042857142857144,61.4125,61.53333333333333
54.5,54.25,55.79999999999999,60.125,59.84,59.95,59.98571428571427,61.1625,60.888888888888886
34.4,55.35,55.23333333333333,59.35,58.7,58.51666666666666,60.442857142857136,61.1,60.644444444444446
47.5,48.0,55.30000000000001,57.05,59.54,59.68333333333333,61.442857142857136,61.6375,61.77777777777777
47.6,50.65,60.23333333333333,57.1,56.86,56.44999999999999,58.62857142857143,59.375,58.822222222222216
44.0,49.75,51.56666666666667,51.325,53.92,55.33333333333335,57.87142857142857,59.8375,60.45555555555555
53.9,51.55,57.66666666666666,60.925,60.36,60.31666666666666,58.74285714285715,61.2,61.1888888888889
43.1,59.35,58.70000000000001,61.525,61.54,63.1,62.6,62.75,60.722222222222214
45.6,52.9,55.43333333333333,52.275,57.16,59.86666666666667,60.08571428571428,61.275,62.8
36.9,47.9,51.86666666666667,52.75,58.24,54.73333333333333,58.82857142857142,59.2625,60.06666666666666
43.2,48.9,52.3,58.525,59.44,57.48333333333334,59.49999999999999,59.55,59.400000000000006
41.5,46.75,52.8,54.8,55.36,57.66666666666667,58.057142857142864,58.9875,59.311111111111124
62.5,58.45,56.73333333333334,56.85,57.86,60.43333333333335,60.17142857142857,60.1,60.25555555555556
46.9,52.9,58.33333333333333,60.075,60.52,60.48333333333333,61.38571428571429,60.8625,60.13333333333334
43.5,55.65,57.46666666666666,54.05,61.66,60.98333333333333,61.17142857142857,61.325,60.74444444444443
54.5,57.1,61.16666666666666,62.675,59.8,59.3,60.72857142857143,62.375,60.33333333333334
45.8,55.05,54.93333333333333,56.05,59.88,60.11666666666666,61.75714285714285,62.175,61.29999999999999
57.0,56.95,56.33333333333333,55.3,54.46,57.38333333333332,57.47142857142857,57.3875,59.66666666666668
47.1,50.05,54.4,60.275,62.44,63.18333333333332,60.22857142857142,61.475,61.988888888888894
