n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
55.6,71.15,74.43333333333334,77.625,81.6,83.76666666666667,84.28571428571428,83.225,84.83333333333334
55.0,74.4,69.16666666666667,74.125,81.44,80.56666666666666,81.75714285714287,82.6625,84.15555555555557
55.4,63.95,71.1,75.65,78.1,80.66666666666667,80.38571428571429,82.1875,84.1222222222222
58.0,65.9,73.26666666666667,73.325,80.0,83.4,82.05714285714285,82.5625,84.76666666666667
58.0,65.95,71.53333333333333,75.3,78.34,80.98333333333332,80.71428571428572,81.125,85.15555555555555
58.5,71.0,71.9,70.0,81.38,81.73333333333333,80.71428571428572,82.4625,84.9
52.1,63.5,70.53333333333332,73.675,81.26,83.91666666666666,81.51428571428572,83.3625,85.38888888888887
61.6,63.15,66.13333333333334,75.725,79.84,80.50000000000001,82.5142857142857,82.875,85.34444444444443
58.7,60.45,66.76666666666667,75.25,81.06,79.21666666666668,82.4,84.3,84.1111111111111
62.2,64.25,67.46666666666665,71.5,81.1,82.33333333333334,81.58571428571429,83.4625,84.03333333333332
