n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
30.8,47.0,48.76666666666666,49.825,51.5,52.29999999999999,56.95714285714287,57.9375,58.37777777777777
37.7,43.6,51.3,45.375,57.92,54.01666666666666,55.571428571428584,54.625,58.89999999999999
36.7,49.75,50.43333333333332,47.55,48.8,56.51666666666667,56.942857142857136,57.9625,56.27777777777777
52.5,54.55,48.76666666666667,50.4,46.24,50.56666666666666,50.55714285714287,53.5125,59.57777777777778
36.2,36.75,52.23333333333333,52.775,56.0,50.63333333333334,57.87142857142859,56.675,54.15555555555556
47.5,51.65,40.366666666666674,49.95,57.06,56.88333333333333,52.39999999999999,52.1125,53.30000000000001
44.6,39.95,38.06666666666666,48.3,54.7,59.91666666666667,57.62857142857142,57.625,55.2111111111111
38.4,55.55,50.8,50.85,51.72,58.36666666666667,52.51428571428571,60.4625,55.211111111111116
47.3,51.05,51.66666666666667,50.525,52.68,55.68333333333334,51.10000000000001,56.275,54.2111111111111
36.3,45.45,44.23333333333334,51.525,49.74,52.33333333333333,59.07142857142857,55.25,55.79999999999999
50.2,39.75,54.43333333333333,47.925,45.14,48.76666666666667,50.35714285714285,57.825,57.13333333333333
44.0,40.4,57.93333333333333,47.45,51.26,55.71666666666667,55.357142857142854,53.8,56.911111111111104
34.2,48.45,52.19999999999999,49.475,46.94,51.900000000000006,57.985714285714295,57.5625,57.7
43.2,46.45,47.66666666666667,55.7,54.9,59.36666666666666,54.914285714285704,54.75,53.50000000000001
55.5,55.65,49.53333333333333,50.625,54.64,54.58333333333335,51.22857142857143,54.4125,58.62222222222222
45.0,46.55,45.966666666666676,56.625,52.1,50.28333333333334,54.24285714285714,54.4625,58.277777777777786
45.8,48.45,42.66666666666666,52.375,47.34,56.86666666666667,57.37142857142857,57.1875,56.55555555555555
44.4,51.0,48.8,45.125,49.12,57.55,55.742857142857154,59.6625,57.511111111111106
32.4,41.3,51.63333333333333,56.325,57.08,56.71666666666667,54.9,58.725,55.41111111111111
33.6,50.75,53.73333333333332,44.875,50.76,58.78333333333334,54.67142857142858,54.25,59.87777777777778
55.5,37.75,42.63333333333334,53.625,50.44,52.26666666666666,54.54285714285716,56.0375,53.55555555555556
39.0,39.6,52.4,45.575,49.74,55.28333333333334,48.95714285714286,57.9375,56.63333333333333
40.1,47.55,49.5,49.6,48.78,52.13333333333333,50.614285714285714,52.8625,52.5
33.3,49.0,49.9,56.775,58.42,54.53333333333333,59.81428571428572,54.9125,58.17777777777778
46.3,51.6,57.73333333333332,52.325,43.52,56.95,55.75714285714286,57.05,56.900000000000006
43.3,40.35,44.26666666666668,57.225,52.66,57.48333333333334,56.114285714285714,53.4375,56.888888888888886
51.1,51.55,47.53333333333333,46.425,55.98,50.33333333333333,50.88571428571429,50.625,55.17777777777778
37.4,48.45,56.56666666666668,41.45,49.3,54.75,54.7,53.6125,56.53333333333333
41.0,40.0,43.86666666666666,49.725,52.22,51.88333333333334,56.614285714285714,51.2125,59.2
40.1,46.15,47.83333333333333,47.925,54.34,51.28333333333333,54.842857142857135,55.775,59.51111111111111
42.7,40.7,47.49999999999999,52.65,53.04,56.58333333333335,57.2,54.3875,56.155555555555544
48.2,57.3,50.83333333333333,58.975,51.26,53.55000000000001,53.457142857142856,54.6375,56.69999999999999
45.3,55.5,53.73333333333334,51.275,53.38,55.46666666666666,50.91428571428572,59.175,58.01111111111111
34.7,39.65,44.96666666666666,49.1,51.04,51.20000000000001,58.414285714285704,59.05,56.22222222222223
53.6,41.7,53.96666666666666,54.05,52.12,46.93333333333334,56.15714285714285,54.35,55.422222222222224
45.9,51.6,46.7,52.85,42.5,52.81666666666667,56.957142857142856,53.125,59.777777777777786
40.8,41.15,52.8,57.1,49.76,51.61666666666667,50.12857142857143,54.4375,58.63333333333333
49.1,50.15,49.26666666666667,45.975,47.54,51.35000000000001,56.62857142857142,58.7,57.144444444444446
31.4,40.75,51.0,44.075,54.9,54.13333333333335,57.35714285714286,57.6875,59.64444444444443
35.3,56.55,45.39999999999999,49.825,47.28,59.00000000000001,54.41428571428572,57.1,58.48888888888889
