n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
49.2,64.3,67.23333333333333,68.75,73.68,75.4,75.6,75.6625,77.51111111111112
52.6,57.85,67.39999999999999,65.1,65.68,72.65,75.25714285714285,76.4625,77.04444444444445
53.7,61.55,62.56666666666665,68.825,72.02,66.71666666666667,76.9,76.1,78.57777777777777
56.9,65.8,65.7,69.325,71.98,72.48333333333333,74.4,75.3125,77.2
52.5,58.75,60.76666666666667,67.2,68.34,72.8,74.21428571428572,75.375,75.64444444444445
49.7,60.95,62.56666666666666,63.1,73.3,73.99999999999999,74.88571428571429,76.4,76.9888888888889
54.4,64.35,68.19999999999999,69.15,72.32,73.14999999999999,77.07142857142858,74.3125,78.1
41.5,59.75,62.36666666666666,70.6,71.84,75.26666666666665,75.61428571428573,74.6875,77.83333333333333
51.2,62.7,62.099999999999994,69.325,73.9,74.61666666666667,73.3,78.3625,78.06666666666666
58.8,62.2,62.099999999999994,69.575,73.24,74.38333333333333,74.04285714285714,75.6,77.92222222222222
