n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
56.0,72.2,76.86666666666667,81.65,84.92,87.06666666666666,87.2,86.0625,85.98888888888888
53.9,72.15,77.03333333333332,79.5,81.86,83.36666666666666,85.27142857142857,84.9625,87.41111111111111
58.5,66.6,75.19999999999999,73.75,82.6,82.41666666666669,84.95714285714284,85.175,87.81111111111112
55.5,71.1,73.1,76.85,81.18,81.65,84.62857142857143,85.3,86.34444444444443
46.8,79.4,74.86666666666666,73.25,82.52,83.21666666666665,84.42857142857143,84.825,86.22222222222221
66.6,69.4,73.86666666666667,76.075,82.62,82.41666666666669,84.21428571428572,84.675,86.98888888888888
62.0,66.15,72.96666666666667,74.325,81.12,83.35,84.15714285714286,85.65,86.85555555555557
64.4,69.45,73.43333333333332,76.05,81.36,83.38333333333334,84.1857142857143,85.175,85.75555555555555
57.6,75.6,77.53333333333332,79.175,83.54,83.93333333333334,84.71428571428571,84.775,86.99999999999999
59.3,65.4,71.96666666666665,78.225,79.86,82.81666666666666,84.1,84.3375,87.58888888888887
