n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
18.3,47.95,41.23333333333333,39.575,41.44,41.03333333333333,42.07142857142858,42.5375,45.60000000000001
39.0,40.6,34.6,39.475,40.66,45.16666666666668,42.88571428571429,42.2125,45.02222222222222
27.7,35.65,41.36666666666667,36.05,39.48,43.98333333333334,41.42857142857143,45.8,44.68888888888889
34.6,47.35,41.46666666666666,38.675,39.18,42.00000000000001,43.0,44.7625,46.08888888888889
26.1,42.55,45.29999999999999,40.925,43.88,45.05,45.357142857142854,45.3375,44.377777777777766
16.5,37.4,18.666666666666664,39.8,45.12,42.31666666666666,44.17142857142858,43.6375,44.13333333333333
38.7,26.55,41.7,41.875,43.46,43.58333333333333,44.2,45.4,43.1888888888889
18.7,15.6,39.36666666666667,40.275,40.36,43.533333333333324,43.77142857142858,43.7,44.73333333333333
37.0,40.5,44.53333333333333,41.45,39.54,45.216666666666676,40.98571428571429,45.8375,44.38888888888888
21.5,37.75,41.60000000000001,35.425,41.48,40.68333333333334,21.757142857142853,42.2875,44.355555555555554
38.6,36.8,40.666666666666664,24.525,42.62,41.01666666666667,42.142857142857146,44.5875,44.46666666666667
23.5,41.25,38.400000000000006,20.625,24.34,40.86666666666666,45.78571428571428,42.2875,43.63333333333335
43.6,37.8,44.5,38.075,40.08,42.88333333333334,44.77142857142856,43.9125,44.1
14.4,23.05,19.7,20.4,41.16,41.38333333333333,42.55714285714285,42.4125,44.07777777777776
40.8,32.0,20.899999999999995,37.425,41.32,46.283333333333324,42.17142857142858,45.15,43.62222222222223
15.5,32.5,36.766666666666666,37.35,22.68,42.03333333333333,42.92857142857143,42.25,43.76666666666667
39.7,16.4,38.50000000000001,40.375,44.02,39.56666666666666,42.89999999999999,44.4625,45.155555555555544
30.4,20.2,40.56666666666666,21.8,45.6,43.88333333333333,46.24285714285715,44.8375,43.677777777777784
15.8,30.0,36.666666666666664,19.525,42.04,41.41666666666667,42.24285714285714,43.8125,45.38888888888888
42.9,28.8,45.70000000000001,41.125,46.7,40.6,41.89999999999999,41.375,45.06666666666666
38.2,41.35,38.7,22.3,43.1,43.86666666666667,43.37142857142857,42.5375,43.9
22.1,40.6,36.900000000000006,36.625,42.88,42.33333333333334,44.37142857142857,43.7,44.14444444444443
47.1,41.75,21.2,41.8,22.56,42.28333333333333,42.84285714285715,42.575,43.63333333333334
38.2,37.75,39.900000000000006,39.425,39.78,44.98333333333333,42.614285714285714,42.625,43.911111111111104
39.3,40.8,18.5,23.05,45.62,42.68333333333334,42.25714285714285,42.3125,45.088888888888896
40.2,36.65,39.166666666666664,40.125,40.7,42.099999999999994,42.57142857142857,42.95,44.85555555555557
19.1,31.1,32.166666666666664,39.95,40.58,44.76666666666667,41.30000000000001,44.1125,44.96666666666667
31.6,38.05,35.56666666666666,42.975,39.24,40.166666666666664,41.842857142857156,41.75,44.23333333333334
21.5,36.6,36.56666666666667,39.975,44.84,40.56666666666667,44.77142857142857,43.1,46.62222222222222
24.9,41.05,21.866666666666664,37.75,42.76,41.63333333333333,22.914285714285715,44.1125,43.422222222222224
23.1,39.25,38.46666666666667,38.85,41.22,44.25000000000001,43.342857142857135,44.1875,42.94444444444444
38.8,36.7,39.0,42.35,25.5,43.54999999999999,41.557142857142864,42.9125,44.32222222222221
26.3,22.85,42.8,41.425,40.94,40.93333333333334,42.84285714285715,44.6125,44.288888888888884
39.6,40.75,39.2,36.175,39.66,41.58333333333334,43.6,42.525,43.588888888888874
34.5,22.8,39.6,38.8,43.64,40.83333333333333,44.42857142857143,42.4625,44.355555555555554
18.9,50.2,37.96666666666667,36.85,41.48,41.38333333333334,42.914285714285704,43.5625,43.17777777777778
15.3,21.7,39.46666666666667,20.65,41.86,41.26666666666666,42.2,41.6875,46.122222222222206
14.4,21.45,41.7,43.1,41.48,44.21666666666666,42.51428571428571,41.9625,44.72222222222223
31.2,36.8,36.56666666666667,36.975,38.98,43.4,45.24285714285714,42.6125,44.97777777777779
37.9,25.7,36.33333333333333,39.85,39.16,43.18333333333335,43.82857142857142,43.2125,43.25555555555556
