n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
43.3,61.7,60.26666666666666,60.325,62.62,63.71666666666666,66.4857142857143,67.4875,68.25555555555555
41.9,52.55,60.79999999999999,58.8,63.36,67.55,67.55714285714285,64.7375,68.74444444444445
49.0,54.65,59.30000000000002,60.475,63.5,63.66666666666666,65.67142857142856,69.2375,68.36666666666666
57.4,55.5,57.533333333333324,58.9,60.32,65.43333333333334,66.84285714285714,66.5375,70.4
48.3,52.75,59.13333333333334,61.075,64.84,64.81666666666666,66.71428571428571,67.2625,68.44444444444443
53.2,51.7,62.63333333333334,61.25,62.68,63.8,65.67142857142856,64.575,67.63333333333334
42.4,54.6,62.06666666666667,61.925,64.74,62.63333333333333,65.44285714285715,69.8125,68.63333333333333
54.9,65.25,63.0,55.925,63.88,66.5,66.77142857142856,67.0,68.47777777777779
46.3,58.5,60.29999999999999,55.825,63.72,65.06666666666666,65.6857142857143,67.075,67.4
60.7,62.5,55.43333333333333,60.025,63.34,68.48333333333333,66.54285714285714,66.6875,68.71111111111111
56.5,45.65,58.33333333333333,57.75,63.82,68.30000000000001,64.51428571428572,68.1375,67.97777777777777
52.0,59.95,56.86666666666667,60.0,64.82,64.26666666666667,66.38571428571429,67.3,70.1111111111111
53.2,60.3,55.56666666666666,59.65,62.6,64.41666666666666,64.01428571428572,65.4,69.08888888888889
54.5,50.6,57.16666666666667,65.9,60.0,65.01666666666667,68.01428571428572,66.025,68.28888888888886
58.4,52.0,57.26666666666666,62.675,62.64,63.21666666666666,68.38571428571429,66.3,67.65555555555555
52.7,50.05,58.76666666666667,60.775,59.36,67.91666666666666,64.94285714285714,66.525,69.45555555555555
55.3,53.6,60.56666666666666,58.475,64.76,67.06666666666666,66.17142857142858,68.4125,68.82222222222222
52.5,61.1,66.23333333333333,59.65,65.68,64.5,67.3142857142857,69.4375,69.14444444444443
62.0,55.6,56.3,60.65,60.8,64.75,67.95714285714284,66.425,68.73333333333332
44.1,53.5,58.599999999999994,59.975,67.14,66.73333333333333,65.84285714285714,69.0875,68.92222222222223
43.2,58.45,54.23333333333334,66.3,64.48,63.53333333333333,65.97142857142858,66.8875,68.96666666666665
55.0,57.2,56.3,58.5,61.92,67.44999999999999,64.61428571428571,66.5625,67.6
52.9,53.7,61.1,59.85,64.82,67.76666666666667,65.9,68.175,69.1
52.4,50.2,59.16666666666668,58.6,60.12,65.41666666666666,67.27142857142856,68.0625,70.4888888888889
54.0,56.45,53.63333333333333,57.925,64.02,65.05,67.61428571428573,65.6,68.51111111111112
48.7,53.35,60.33333333333334,55.85,63.12,63.38333333333333,66.78571428571428,64.925,68.5888888888889
48.8,54.5,59.83333333333334,57.15,62.22,63.35,65.28571428571429,66.7625,68.54444444444444
52.7,55.5,47.20000000000001,58.95,63.18,64.71666666666667,63.45714285714286,67.15,68.0888888888889
54.5,57.8,57.76666666666665,62.45,59.5,68.05000000000001,65.07142857142857,69.0625,66.82222222222222
56.5,49.85,60.86666666666667,56.55,59.44,65.93333333333334,66.29999999999998,65.4875,68.73333333333333
54.3,54.1,52.93333333333333,60.525,63.04,64.11666666666667,68.88571428571429,67.6625,69.38888888888889
49.9,53.9,55.26666666666665,58.45,59.62,63.25,68.31428571428572,63.9625,69.0
53.0,54.75,59.3,59.25,63.72,63.23333333333333,66.67142857142856,66.025,67.66666666666667
36.0,54.9,58.56666666666667,60.775,65.24,64.88333333333333,67.95714285714286,65.5,67.97777777777779
43.1,56.25,58.099999999999994,59.325,59.9,63.55,67.18571428571428,67.6375,67.32222222222222
42.8,55.2,56.0,58.775,67.68,65.53333333333332,66.74285714285715,66.925,68.18888888888888
43.8,55.8,64.93333333333334,56.875,62.74,61.63333333333334,66.6,67.125,67.04444444444444
47.6,56.45,57.96666666666666,58.675,60.08,65.03333333333335,67.64285714285714,69.8625,69.9
53.3,52.75,60.36666666666667,61.425,63.52,64.05,64.27142857142857,66.15,68.31111111111112
44.8,47.85,59.39999999999999,63.875,65.32,63.14999999999999,65.92857142857142,66.1375,67.85555555555557
