n=6,n=12,n=18,n=24,n=30,n=36,n=42,n=48,n=54
48.4,69.6,73.0,78.5,81.94,83.93333333333334,84.42857142857144,85.2625,87.0
67.9,68.05,72.16666666666666,77.4,83.68,84.4,86.35714285714286,86.675,87.58888888888889
61.6,69.45,75.46666666666665,78.85,82.78,83.98333333333336,85.47142857142858,86.4,88.5777777777778
52.3,69.55,75.30000000000001,76.125,80.86,87.48333333333332,86.55714285714285,87.0875,86.58888888888889
48.7,71.5,76.03333333333332,76.725,82.94,83.65,84.57142857142857,85.3125,86.73333333333332
49.0,69.75,76.86666666666667,79.025,82.3,83.4,83.98571428571431,86.275,86.97777777777779
53.4,67.05,73.53333333333333,77.925,80.76,84.09999999999998,85.78571428571428,85.8375,87.35555555555557
64.7,71.7,72.06666666666666,81.65,83.5,82.93333333333332,83.82857142857144,86.9875,87.49999999999999
56.1,67.55,73.16666666666666,78.875,82.42,85.48333333333332,85.22857142857141,86.1875,86.59999999999998
57.5,71.4,73.53333333333335,78.575,84.22,84.19999999999999,84.82857142857141,86.375,86.55555555555554
53.8,70.6,76.06666666666666,76.275,81.6,82.88333333333334,82.91428571428573,87.0375,87.64444444444443
73.2,73.3,72.83333333333333,77.975,81.52,86.63333333333333,84.71428571428572,84.8875,87.2111111111111
58.9,73.65,77.63333333333334,77.65,82.96,83.16666666666666,86.27142857142859,85.425,88.46666666666664
61.9,67.2,71.43333333333334,77.3,82.74,84.81666666666668,85.04285714285714,87.0375,88.53333333333335
53.4,70.55,74.03333333333333,78.825,85.56,83.21666666666668,85.6,87.0625,87.72222222222223
58.9,65.65,74.43333333333334,76.35,78.96,84.15,86.51428571428569,86.55,87.03333333333332
66.6,68.4,75.73333333333333,78.675,81.9,84.7,83.61428571428573,85.125,86.84444444444445
60.4,71.95,75.83333333333334,75.0,83.12,85.04999999999998,85.6857142857143,85.5125,87.14444444444445
64.5,71.55,75.0,77.175,82.2,83.05,86.67142857142856,85.8375,86.63333333333333
56.0,72.25,77.06666666666668,77.0,84.9,84.85,84.32857142857144,86.9625,88.14444444444442
60.3,68.15,77.80000000000001,78.15,80.68,86.26666666666664,84.78571428571429,85.7,86.98888888888888
63.2,70.55,76.9,77.8,82.1,84.56666666666668,85.0,85.275,86.95555555555556
58.2,69.7,76.06666666666666,77.875,84.12,85.68333333333332,85.94285714285714,85.4625,87.01111111111112
62.7,68.75,74.1,78.3,85.08,83.81666666666668,85.85714285714283,85.475,87.15555555555555
63.6,72.9,75.66666666666666,78.625,82.8,84.05,84.87142857142857,86.175,87.47777777777776
67.3,68.8,73.93333333333334,78.6,80.2,84.23333333333333,86.94285714285714,86.0125,87.23333333333333
56.2,66.7,77.66666666666667,78.15,83.18,87.65000000000002,86.60000000000002,86.1375,86.78888888888889
48.8,72.7,74.66666666666666,76.525,83.62,83.21666666666665,85.17142857142859,86.1875,87.53333333333335
63.8,69.0,77.66666666666667,75.7,80.02,83.4,83.35714285714288,85.0,87.36666666666666
61.2,68.35,74.56666666666666,79.05,83.06,83.89999999999998,84.5,86.375,86.2333333333333
50.5,71.05,70.83333333333333,79.225,80.22,83.21666666666665,86.71428571428571,86.0,86.78888888888889
62.9,69.0,74.9,77.225,82.04,84.76666666666667,85.7714285714286,86.725,86.88888888888889
82.7,71.15,71.6,79.025,83.18,84.66666666666666,86.95714285714284,87.3875,87.25555555555556
55.0,66.35,77.00000000000001,77.3,83.1,83.98333333333333,85.71428571428572,86.05,87.84444444444445
58.4,72.2,72.23333333333333,77.1,84.58,84.31666666666668,86.74285714285716,87.5,87.17777777777778
52.2,70.8,76.50000000000001,74.075,83.38,84.16666666666669,83.5,86.25,86.55555555555557
60.2,68.4,75.66666666666667,76.425,83.0,86.96666666666665,84.82857142857144,88.2,86.18888888888888
55.1,68.3,72.4,77.975,81.98,84.9,84.15714285714286,86.0125,88.26666666666667
55.4,67.25,74.0,78.175,83.04,82.33333333333331,85.82857142857144,86.4,87.4
60.7,69.05,73.36666666666666,75.4,82.46,84.13333333333333,83.52857142857141,86.5875,87.55555555555554
